CT_TYPE,CC_CODE,CC_DESC_AR,CC_DESC_EN,COMMODTIY_TYPE,COMMODTIY_CODE,COMM_NAME_AR,COMM_NAME_EN,2023,2024
ISI4,8,الأنشطة الأخرى للتعدين واستغلال المحاجر,Other mining and quarrying,H,25059000,غيرهامن رمال طبيعيه,OTHER NATURAL SANDS,2454.0,85123.0
ISI4,8,الأنشطة الأخرى للتعدين واستغلال المحاجر,Other mining and quarrying,H,25062000, كوارتزيت, Quartzite,,4586.0
ISI4,8,الأنشطة الأخرى للتعدين واستغلال المحاجر,Other mining and quarrying,H,25070010,صلصال صيني (كاولين),KAOLIN,737.0,
ISI4,8,الأنشطة الأخرى للتعدين واستغلال المحاجر,Other mining and quarrying,H,25070090,غيره من صلصال صينى (كاولين )ـ,OTHER KAOLIN CLAYS,,1349.0
ISI4,8,الأنشطة الأخرى للتعدين واستغلال المحاجر,Other mining and quarrying,H,25081000,بنتونيت,BENTONITE,14583016.0,7870770.0
ISI4,8,الأنشطة الأخرى للتعدين واستغلال المحاجر,Other mining and quarrying,H,25083000,غضار متحمل للحراره,FIRE-CLAY,541200.0,1831500.0
ISI4,8,الأنشطة الأخرى للتعدين واستغلال المحاجر,Other mining and quarrying,H,25084000,انواع اخرى من الغضار,OTHER CLAYS,9.0,87144.0
ISI4,8,الأنشطة الأخرى للتعدين واستغلال المحاجر,Other mining and quarrying,H,25087000,اتربه شاموط او ديناس،,CHAMOTTE OR DINAS EARTHS,193.0,244.0
ISI4,8,الأنشطة الأخرى للتعدين واستغلال المحاجر,Other mining and quarrying,H,25090010,طباشير مطحون معد للبناء,GROUND CHALK FOR CONSTRUCTION,10493657.0,
ISI4,8,الأنشطة الأخرى للتعدين واستغلال المحاجر,Other mining and quarrying,H,25090090,غيره من طباشير,OTHER CHALK,5753931.0,3645885.0
ISI4,8,الأنشطة الأخرى للتعدين واستغلال المحاجر,Other mining and quarrying,H,25101000,فوسفات كالسيوم غير مطحون,UNGROUND CALCIUM PHOSPHATES,2081.0,1872.0
ISI4,8,الأنشطة الأخرى للتعدين واستغلال المحاجر,Other mining and quarrying,H,25111000,كبريتات باريوم طبيعي (باريتين),NATURAL BARIUM SULPHATE (BARYTES),4403655.0,10774643.0
ISI4,8,الأنشطة الأخرى للتعدين واستغلال المحاجر,Other mining and quarrying,H,25120000,دقيق واتربه حفريات سليسيه,SILICEOUS FOSSIL MEALS AND EARTHS,,161985.0
ISI4,8,الأنشطة الأخرى للتعدين واستغلال المحاجر,Other mining and quarrying,H,25131000, حجر خفان, Pumice stone,835.0,
ISI4,8,الأنشطة الأخرى للتعدين واستغلال المحاجر,Other mining and quarrying,H,25132010, (سنباذج (صنفرة,EMERY,4221620.0,8629521.0
ISI4,8,الأنشطة الأخرى للتعدين واستغلال المحاجر,Other mining and quarrying,H,25132090,غيرهامن موادشحذطبيعيه,"OTHER NATURAL ABRASIVES, CRUDE OR IRREGULAR",5994213.0,4705652.0
ISI4,8,الأنشطة الأخرى للتعدين واستغلال المحاجر,Other mining and quarrying,H,25140090,غيره من اردواز,OTHER SLATE,,27869.0
ISI4,8,الأنشطة الأخرى للتعدين واستغلال المحاجر,Other mining and quarrying,H,25151100,رخام، خاما او مشذبا بصوره غير منتظمه,"MARBLE, CRUDE OR ROUGHLY TRIMMED",66498.0,
ISI4,8,الأنشطة الأخرى للتعدين واستغلال المحاجر,Other mining and quarrying,H,25151200,رخام، مقطعا تقطيعا بسيطا بشكل كتل,"MARBLE, MERELY CUT INTO BLOCKS",23837.0,3198649.0
ISI4,8,الأنشطة الأخرى للتعدين واستغلال المحاجر,Other mining and quarrying,H,25161200,جرانيت مقطعا تقطيعا بسيطابشكل كتل,"GRANITE, MERELY CUT INTO BLOCKS",11741.0,
ISI4,8,الأنشطة الأخرى للتعدين واستغلال المحاجر,Other mining and quarrying,H,25162000, حجر رملي, Sandstone,19896.0,
ISI4,8,الأنشطة الأخرى للتعدين واستغلال المحاجر,Other mining and quarrying,H,25169020,احجار اخر للبناء مقطعا تقطيعا بسيطا بشكل كتل,"OTHER BUILDING STONE, MERELY CUT INTO BLOCKS",19398.0,
ISI4,8,الأنشطة الأخرى للتعدين واستغلال المحاجر,Other mining and quarrying,H,25171000,حصى واحجار مجروشه مستعمله للخرسانه والطرق والسكه الحديد,"GRAVEL, CRUSHED STONE, FOR CONCRETE, ROAD OR RAILWAY",269.0,240.0
ISI4,8,الأنشطة الأخرى للتعدين واستغلال المحاجر,Other mining and quarrying,H,25174100,حبيبات واحجار من رخام,MARBLE GRANULES AND STONES,54400.0,110920.0
ISI4,8,الأنشطة الأخرى للتعدين واستغلال المحاجر,Other mining and quarrying,H,25199010,أوكسيد المغنيسيوم,SODIUM CHLORIDE PURE,65281268.0,89373851.0
ISI4,8,الأنشطة الأخرى للتعدين واستغلال المحاجر,Other mining and quarrying,H,25199090,غيرها من أوكسيد المغنيسيوم,Other Sodium Chloride Pure,527962.0,197030.0
ISI4,8,الأنشطة الأخرى للتعدين واستغلال المحاجر,Other mining and quarrying,H,25201010,جبس,GYPSUM,14440901.0,6156209.0
ISI4,8,الأنشطة الأخرى للتعدين واستغلال المحاجر,Other mining and quarrying,H,25210000,احجار ومواد كلسيه واحجار مماثله,LIMESTONE FLUX; LIMESTONE AND SIMILAR STONE,4559.0,3981.0
ISI4,8,الأنشطة الأخرى للتعدين واستغلال المحاجر,Other mining and quarrying,H,25261020,طلق ، غير مجروش،,"TALC, UNCRUSHED",728100.0,1420313.0
ISI4,8,الأنشطة الأخرى للتعدين واستغلال المحاجر,Other mining and quarrying,H,25262020,طلق ، مجروش،,"TALC, CRUSHED",242621.0,115846.0
ISI4,8,الأنشطة الأخرى للتعدين واستغلال المحاجر,Other mining and quarrying,H,25280000,بورات صوديوم طبيعيه,NATURAL SODIUM BORATES,,65002.0
ISI4,8,الأنشطة الأخرى للتعدين واستغلال المحاجر,Other mining and quarrying,H,25291000,فلسبار,FELSPAR,1355575.0,12712864.0
ISI4,8,الأنشطة الأخرى للتعدين واستغلال المحاجر,Other mining and quarrying,H,25301000,فيرميكيوليت ، بيرليت وكلوريتات ، غير ممدده,"VERMICULITE, PERLITE AND CHLORITES, UNEXPANDED",24000.0,
ISI4,8,الأنشطة الأخرى للتعدين واستغلال المحاجر,Other mining and quarrying,H,25309019,غيره من كبريت الزرنيخ,OTHER ARSENIC SULPHIDES,87.0,1599.0
ISI4,8,الأنشطة الأخرى للتعدين واستغلال المحاجر,Other mining and quarrying,H,25309040,اتربة ملونة,EARTH   COLOURS,21.0,29381.0
ISI4,8,الأنشطة الأخرى للتعدين واستغلال المحاجر,Other mining and quarrying,H,25309090,غيرها من مواد معدنية,OTHER MINERAL SUBSTANCES,511868.0,512603.0
ISI4,8,الأنشطة الأخرى للتعدين واستغلال المحاجر,Other mining and quarrying,H,27030010,خنور للاستخدام في التربة الزراعية او لتحسين خواص التربة,FOR USING IN AN AGRICULTURE SOIL OR IMPROVING THE SOIL,720555.0,25893.0
ISI4,8,الأنشطة الأخرى للتعدين واستغلال المحاجر,Other mining and quarrying,H,27030090,غيرها من خنور,OTHERS PEAT,4436.0,13375.0
ISI4,8,الأنشطة الأخرى للتعدين واستغلال المحاجر,Other mining and quarrying,H,27149010,قار واسفلت ، طبيعيان,"BITUMEN AND ASPHALT, NATURAL",23550335.0,5604865.0
ISI4,8,الأنشطة الأخرى للتعدين واستغلال المحاجر,Other mining and quarrying,H,71023100,ماس، غير صناعى غير مشغول اوفقط منشورا او مقلوما اومشذبا,UNWORKED NON-INDUSTRIAL DIAMONDS,292442.0,
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,2011000,ذبائح كاملة وأنصاف ذبائح من لحوم فصيلة الأبقار طازجة أو مبردة,CARCASSES AND HALF-CARCASSES OF FRESH BOVINE ANIMALS,,3600000.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,2013000,لحوم بدون عظم من فصيلة الأبقار طازجة,BONELESS MEAT OF FRESH BOVINE ANIMALS,1481102.0,12549.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,2022000,قطع أخر بعظمها من لحوم فصيلة الأبقار مجمدة,OTHER CUTS WITH BONE IN OF FROZEN BOVINE ANIMALS,1515036.0,570098.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,2023010,مفروم بقري وإن كان على هيئة أقراص (برغر),MINCED MEAT OF BOVINE ANIMALS,2011356.0,3523738.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,2023090,غيرها من لحم بقري بدون عظام,BONELESS MEAT OF FROZEN BOVINE ANIMALS,102071850.0,30791860.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,2041000,ذبائح كاملة وأنصاف ذبائح حملان، طازجة أو مبردة,"CARCASSES AND HALF-CARCASSES OF LAMB, FRESH",2390133.0,662955.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,2042100,ذبائح كاملة وأنصاف ذبائح من فصائل الضأن، طازجة,"CARCASSES AND HALF-CARCASSES OF SHEEP, FRESH",68115.0,
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,2043000,ذبائح كاملة وأنصاف ذبائح حملان، مجمدة,"CARCASSES AND HALF-CARCASSES OF LAMB, FROZEN",,8640000.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,2044100,ذبائح كاملة وأنصاف ذبائح من فصيلة الضأن، مجمدة,"CARCASSES AND HALF-CARCASSES OF SHEEP, FROZEN",11940000.0,89218350.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,2044200,قطع أخر بعظمها من فصيلة الضأن، مجمدة,"OTHER CUTS WITH BONE IN OF SHEEP, FROZEN",55723.0,1103518.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,2044310,مفروم غنم وان كان على هيئة اقراص للبرجر,"MINCED MEAT OF SHEEP, CHOPPED BURGER",901041.0,453730.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,2044390,غيرها من لحم ضأن بدون عظم,"BONELESS SHEEP MEAT ,FROZEN",,87166.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,2045012,ذبائح من فصيلة الماعز مجمدة,FROZEN CARCASSES OF GOATS,147.0,
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,2045032,لحوم بدون عظم من فصائل الماعز مجمدة,FROZEN BONELESS GOAT MEAT,177704.0,443980.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,2061000,احشاء واطراف من فصيله الابقار، طازجه او مبرده,"OFFAL OF BOVINE ANIMALS, FRESH OR CHILLED",50000.0,
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,2062200,اكباد من فصيله الابقار، مجمده,"LIVERS OF BOVINE ANIMALS, FROZEN",21241.0,
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,2062900,غيرها من احشاء واطراف من فصيله الابقار،مجمده,"OTHER OFFAL OF BOVINE ANIMALS, FROZEN",185632.0,
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,2068010,احشاء واطراف طازجه من فصيلتى الضاءن والماعز,FRESH OFFAL OF SHEEP AND GOATS,481400.0,226014.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,2069012,اكباد من فصيلتى الضاءن والماعز، مجمده,"LIVERS OF SHEEP AND GOATS, FROZEN",,60783.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,2069019,غيرها من احشاء واطراف من فصيلتى الضاءن والماعز، مجمده,"OTHER OFFAL OF SHEEP AND GOATS, FROZEN",180170.0,231724.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,2071100,لحوم وأحشاء وأطراف دجاج (جالوس دوميستكوس) غير مقطعة مبردة,"MEAT, CONS. BWLS & EXTREM. OF TURKEY/CHICKEN:GALL. DOM.",288314701.0,345390724.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,2071200,لحوم وأحشاء دجاج (جالوس دوميستكوس) غير مقطعة مجمدة,UNCUT FROZEN MEAT AND BOWELS: SEX OF GALLUS DOMESTICUS,109057943.0,147339094.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,2071300,قطع وأحشاء وأطراف، طازجة أو مبردة (من دجاج جالوس دوميستكوس )," Cuts and offal, fresh or chilled (gallus.domesticus )",186296674.0,191296954.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,2071400,قطع وأحشاء وأطراف، مجمدة (دجاج جالوس دوميستكوس)," Cuts and offal, frozen(chikens)",43021636.0,67025220.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,2072500,لحوم وأحشاء وأطراف من ديوك رومية غير مقطعة مجمدة,"FROZEN UNCUT MEAT, CONSUM. BOWELS & EXTREM. OF TURKEY.",,294758.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,2072600,قطع وأحشاء وأطراف من ديوك رومية طازجة أو مبردة,"FRESH OR COLD PARTS, BOWELS AND EXTREMITIES OF TURKEY.",239647.0,19027314.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,2072700,قطع وأحشاء وأطراف من ديوك رومية مجمدة,"FROZEN PARTS, BOWELS AND EXTREMITIES OF TURKEY.",6233205.0,6987543.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,2074300,احشاء واطراف بط او اوز او دجاج غينيامجمده,"FROZEN OFFAL OF DUCKS, GEESE OR GUINEA FOWLS",2751937.0,5737950.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,2074500,غيرهامن لحوم واحشاءواطراف من بط أو أوزأو غرغر مجمدة,"FROZEN MEAT, BWLS & EXTR. OF DUCKS/GEESE/SUD. CHICKEN.",,87000.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,2075200,"لحوم وأحشاءوأطراف غيرمقطعة ,مجمدة من بط أوأوزاوغرغر","UNCUT FRZEN MEAT, BWLS & EXT. OF DUCKS/GEESE/GUI. FOWL.",8000.0,
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,2086010,لحوم ابل طازجه او مبرده,FRESH OR CHILLED CAMEL MEAT,72809.0,2891.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,2089032,لحوم حمام او مايماثلها مجمده,FROZEN PIGEON OR SIMILAR MEAT,7435760.0,10131549.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,2102000,لحوم حيوانات فصيله الابقار,"SALTED BOVINE MEAT, OFFAL AND FLOUR",1540.0,65035.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,2109100,لحوم واحشاءمملحة اومجففة اومدخنة من حيونات رئيسية,"FROM MAIN ANIMALS AND ANOTHER FATS, FLOUR AND POWDERS",4052.0,15878.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,3029900,أحشاء سمك صالحة للأكل غير مذكورة في مكان آخر؛ طازجة أو مبردة,"Edible fish offal not elsewhere specified, fresh or chilled",1060.0,
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,3031300,سلمون المحيط الاطلنطى وسلمون الدانوب ، مجمد,"ATLANTIC SALMON AND DANUBE SALMON, FROZEN",469165.0,
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,3031900,غيرها من اسماك السلمون مجمدة,OTHER SALMON (FROZEN),895563.0,3171036.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,3032300,اسماك البلطي   مجمدة,TILAPIA FROZEN,,23625.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,3032400,سمك سلور مجمد ,OTHERS SHAOMIAT NAKROOR BOOR NET  (3),,680794.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,3032500,سمك شبوط مجمد ,OTHERS SHAOMIAT NAKROOR BOOR NET  (3),,108629.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,3032900,غيرها من اسماك السلمونيد ، مجمده,"OTHER SALMONIDAE, FROZEN",510707.0,262354.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,3033300,اسماك موسى ، مجمده,"SOLE, FROZEN",,9500.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,3033900,غيرها من اسماك مفلطحه ، مجمده,OTHER FROZEN FLAT FISH,,7300.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,3034100,اسماك الباكوره او التونه ذات الزعانف الطويله ، مجمده,"ALBACORE OR LONGFINNED TUNAS, FROZEN",10037.0,5600.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,3034300,الاسماك الوثابه او اسماك البونيتو المخططه ، مجمده,"SKIPJACK OR STRIPE-BELLIED BONITO, FROZEN",43550.0,71719.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,3034400,تونة بيجي ( ثونوس ) مجمدة,BEGGI TUNA (THONES OBISKOS) FROZEN,389416.0,
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,3034990,غيرها من اسماك التونه ، مجمده,"OTHER TUNA, FROZEN",23300.0,285907.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,3035100,ســـمك الرنجة (كلوبيا هارجنس، كلوبيا بالاسي)," Herrings (Clupea harengus, Clupea pallasii)",196176.0,
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,3035300,اسماك سردين ، مجمده,"SARDINES, FROZEN",23600.0,
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,3035410,اسماك الكنعد مجمدة,KINGFISH (SCOMBEROMORUS COMMERSON) FROZEN,114845.0,2997974.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,3035420,اسماك الباغة مجمدة,INDIAN MACKEREL (RASTRELLIGER KANAGURTA) FROZEN,167075.0,549200.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,3035490,غيرها من أسماك (ماكريل) مجمدة,OTER FISH MACRELFROZEN,131275.0,171866.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,3035510,اسماك البياض ( الحمام و الخضرة ) مجمدة,WHITEFISH (PIGEON AND GREENNESS) FROZEN,,23100.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,3035520,اسماك الزبيدي (3) مجمد,ZUBAIDY FISH    (3 FROZEN),236049.0,
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,3035590,"غيرها من سمك ماكريل وسمك تم ,مجمدة ",OTHERS SHAOMIAT NAKROOR BOOR NET  (3),280036.0,615009.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,3035910,سمك زبيدي فضي,Silver pomfret,,169424.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,3035990,أسماك مجمدة من نوع أشنوفه، سير، التن، كريفالس وأسماك أخرى محددة,"Frozen anchovies, bonitos, crevalles and other specified fishs",,781159.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,3036900,"غيرها من سمك من عائلة برجماسيروتيدا ,جايداي , ماكروريدا ...) مجمد",OTHERS SHAOMIAT NAKROOR BOOR NET  (3),260089.0,129722.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,3038400,اسماك الشبص،، مجمده,"SEA BASS, FROZEN",290790.0,576146.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,3038910,اسماك الهامور( الكشر ) مجمدة,GROUPERS FROZEN,28326.0,624239.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,3038970,"سمك باراكودا , مجمده ",OTHERS SHAOMIAT NAKROOR BOOR NET  (3),,417535.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,3038999,غيرها من شعوميات نقرور بوري صافي (3),OTHERS SHAOMIAT NAKROOR BOOR NET  (3),1607331.0,1099433.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,3039900,أحشاء سمك صالحة للأكل غير مذكورة في مكان آخر؛ مجمدة,Frozen edible fish offal not elsewhere specified,3528305.0,329547.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,3043900,غيرها من شرائح سمك بلطي طازجة او مبرده , Other slices of fish Groupers Or Emperors fresh or chilled,,140.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,3044900,"غيرها من شرائح أسماك الهامور و الشعري ,طازجة أو مبردة", Other slices of fish Groupers Or Emperors fresh or chilled,,11276984.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,3046200,غيرها من شرائح سمك مجمدة سمك سلور," Other Slices  of Groupers Or Emperors, frozen",,1062467.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,3046300,شرائح سمك مجمدة من سمك نهر النيل,"SLICES OF NILE PERCH, FROZEN",46132.0,
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,3047900,غيرها من شرائح سمك مجمدة من اسماك عائلة برجماسيروتيدا ," Other Slices  of Groupers Or Emperors, frozen",570884.0,92036.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,3048100,شرائح مجمدة من سمك المحيط الهادي ," Other Slices  of Groupers Or Emperors, frozen",8145.0,
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,3048700,غيرها من شرائح سمك مجمدة من ," Other Slices  of Groupers Or Emperors, frozen",24620.0,165867.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,3048910,غيرها من شرائح سمك مجمدة من أسماك الهامور(الكشر),"Slices of Groupers, frozen",,524241.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,3048990,غيرها من شرائح سمك مجمدة من أسماك الهامور و الشعري," Other Slices  of Groupers Or Emperors, frozen",228289.0,1655198.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,3049300,غيرها من أسماك مجمدة من سمك بلطي," Other fish, fresh, chilled or frozen fish from Swordfish Or Toot",2790.0,5880.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,3049900,غيرها من أسماك  مجمدة من أسماك أبو سيف أو أبو سن," Other fish, fresh, chilled or frozen fish from Swordfish Or Toot",44984204.0,44894326.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,3053990,غيرها من شرائح سمك ( فيليه )ـ ، مجففه او مملحه او فى ماءمملح,"FISH FILLETS, DRIED, SALTED OR IN BRINE",34068.0,42022.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,3054200,اسماك رنجه ، مدخنه,"HERRINGS, SMOKED",3375.0,
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,3054900, غيرها اسماك مدخنه  ,OTHER SMOKED FISH,61200.0,253481.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,3055400,سمك رنجة (كلوبيا هارنجس، كلوبيا بالاسي)،سمك أنشوفة (من نوع انجرول,"Herrings (Clupea harengus, Clupea pallasii), anchovies (Engraulis",3000.0,4545.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,3055990,غيرها من أسماك مجففة وانا كانت مملحة وغير مدخنة ,Other fish or fish Alkanad or mullet,259776.0,292050.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,3057900,غيرها من فضلات السمك الصالحة للأكل,Other edible fish offal,2625.0,
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,3061200,"عقارب بحر ""لابستر"" (كركند) (هاماروس)؛ مجمدة",Frozen Lobsters (Homarus spp.),,13100.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,3061400,سرطانات (سلطعون أو قبقب)؛ مجمدة,Frozen Crabs,,369338.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,3061600,ربيان المياه الباردة (قريدس أو جمبري) (بندالوس، كرنجون)؛ مجمد,Frozen cold-water shrimps and prawns,406750.0,72243.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,3061700,ربيان آخر (قريدس أو جمبري) عدا ربيان المياه الباردة؛ مجمد,Other frozen shrimps and prawns; exclude cold-water,519301539.0,494235395.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,3061900,قشريات (وإن كانت مقشورة) أخرى غير مذكورة في مكان آخر؛ مجمدة,Frozen other crustaceans not elsewhere specified,,621148.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,3063300,سرطانات (سلطعون او قبقب)؛ حية، طازجة أو مبردة,"Live, fresh or chilled crabs",312640.0,509222.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,3063600,ربيان (قريدس أو جمبري) أخر عدا المياه الباردة؛ حي، طازج أو مبرد,"Other live, fresh or chilled shrimps and prawns excl cold-water",15530048.0,57635929.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,3063900,قشريات أخرى غير مذكورة في مكان آخر؛ حية، طازجة أو مبردة,"Live, fresh or chilled other crustaceans, n.e.s.",505313.0,27500.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,3069300,سرطانات؛ مجففة أو مملحة أو مدخنة أو مطبوخة أو مسلوقة,"Dried, salted or in brine, smoked or cooked Crabs",2631310.0,4265745.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,3069500,ربيان (قريدس وجمبري) أخر؛ مجفف أو مملح أو مدخن أو مطبوخ أو مسلوق,"Dried, salted or in brine, smoked or cooked Shrimps and prawns",1235299.0,
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,3069900,قشريات أخرى غير مذكورة في مكان آخر؛ مجففة أو مملحة أو مدخنة,"Dried, salted or in brine, smoked or cooked Crustaceans, n.e.s.",6902376.0,5355373.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,3074900,حبار وسبيدج؛ مجفف أو مملح أو مدخن أو مطبوخ,"Dried, salted, smoked or cooked Cuttle fish and squid",10710.0,
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,3081900,خيار البحر؛ مجفف أو مملح أو مدخن أو مطبوخ,"Dried, salted, smoked or cooked Sea cucumbers",400.0,
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,4011030,حليب طويل الاجل بعبوات تزيدعن لترواحدنسبة الدسم لاتزيد عن 1%,LONG LIFE MILK IN REFILLS MORE THAN ONE LITRE(FAT1%OR LESS),357934458.0,414017389.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,4011090,غيرهامن البان وقشدة بنسبة دسم لاتزيدعن 1%  وزنا,OTHER KIND OF MILK AND CREAM LESS THAN 1%.,536494394.0,437931430.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,4012030,حليب طويل الاجل بعبوات تزبدعن لترواحدنسبة الدسم من 1%الى 6%,LONG LIFE MILK IN REFILLS MORE THAN ONE LITER(FAT1- 6%UNSWEETENED,7838047.0,1110961.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,4012090,غيرهامن حليب طويل الاجل سعة 1لترنسبة الدسم لايزيد 6%وزنا,"OTHER TYPES OF LONG LIFE MILK IN REF > 1 LITER, FAT 6%.",24139203.0,53726476.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,4014030,حليب طويل الاجل بعبوات تزبدعن لترواحد نسبة الدسم أكثر من 6%,LONG LIFE MILK IN REFILLS > 1 LITER (FAT MORE 6%),29349157.0,48017081.0
ISI4,10,صُنع المنتجات الغذائية,Manufacture of food products,H,4014090,غيرهامن البان وقشدة بنسبة دسم تتجاوز6% وزنا,OTHER MILK AND CREAM FAT MORE THAN 6%.,1526266.0,1362310.0
