CT_TYPE,CC_CODE,CC_DESC_AR,CC_DESC_EN,COMMODTIY_TYPE,COMMODTIY_CODE,COMM_NAME_AR,COMM_NAME_EN,2023,2024
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40069090,غيره من مطاط  غير مبركن,OTHER UNVULCANIZED RUBBER,38093.0,75326.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40070000,خيوط وحبال من مطاط مبركن,VULCANIZED RUBBER THREAD AND CORD,20950.0,1846.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40081100,صفائح وألواح وأشرطة من مطاط خلوي,"PLATES, SHEETS AND STRIP OF CELLULAR RUBBER",1013600.0,572104.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40081900,غيره من مطاط خلوي,OTHER CELLULAR RUBBER,325593.0,127157.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40082100,صفائح ، الواح و اشرطه من مطاط غير خلوى,"PLATES, SHEETS AND STRIP OF NON-CELLULAR RUBBER",2949425.0,430426.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40082900,غيره من مطاط  غير خلوى,OTHER NON-CELLULAR RUBBER,8690549.0,3995089.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40091110,انابيب ومواسير ..بدون لوازم لمعدات النقل,PIPES PREPARED FOR TRANSPORT EQUIPMENTS,57175.0,179266.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40091190,غيرها من انابيب ومواسير ..بدون لوازم,OTHER UNFORTIFIED PIPES AND WITHOUT THEIR FITTINGS,7893373.0,421870.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40091210,انابيب ومواسير ..بلوازمها لمعدات النقل,PIPES PREPARED FOR TRANSPORT WITHOUT FITTING,60963.0,22741.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40091290,غيرها من انابيب ومواسير غير مقواة بدون لوازمها,OTHER UNFORTIFIED PIPES AND WITHOUT    FITTINGS,976365.0,308089.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40092110,انابيب ومواسير ..مقواه بمعدن بدون لوازم لمعدات النقل,PIPES         PREPARED FOR TRANSPORT,62426.0,288523.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40092190,غيرها من انابيب ومواسير ..مقواه بمعدن بلوازمها,OTHER FORTIFIED PIPES AND WITHOUT THEIR FITTINGS,283802.0,28320.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40092210,انابيب ومواسير ..مقواه بمعدن بلوازم لمعدات النقل,PIPES  PREPARED FOR TRANSPORT EQUIPMENTS,181262.0,224882.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40092290,غيرها من انابيب ومواسير ..مقواه بمعدن بلوازم,OTHER PIPES WITH EQUIPMENTS,694952.0,618025.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40093110,انابيب ومواسير ..مقواه بمواداخر دون لوازم لمعدا النقل,PIPES WITHOUT FITTING FOR TRANSPORT,1436786.0,1783215.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40093190,غيرها من انابيب ومواسير ..مقواه بمواد اخر بدون لوازم,OTHER PIPES THAT ARE FORTIFIED WITH FABRIC MATERIALS,71153.0,137223.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40093210,انابيب ومواسير ..مقواه بمواد نسجية بلوازمهالمعدات النقل,PREPARED FOR TRANSPORT EQUIPMENTS,3494106.0,506532.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40093290,غيرها من انابيب ومواسير ..مقواه بمواد نسجية بلوازمها,OTHER PIPES THAT ARE FORTIFIED WITH FABRIC MATERIALS,480608.0,394825.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40094110,انابيب ومواسير مقواه بمواداخر بلوازم لمعدات النقل,PREPARED FOR TRANSPORT EQUIPMENTS,2329395.0,962318.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40094190,غيرها من انابيب ومواسير مقواه بمواداخر بلوازم     0,OTHERPIPESTHATAREFORTIFIEDWITHANOTHERMATERIALS,89132.0,110988.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40094210,انابيب ومواسير مقواه بمواداخر بلوازمها لمعدات النقل,PREPARED FOR TRANSPORT EQUIPMENTS,36723480.0,7073211.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40094290,غيرها من انابيب ومواسير مقواه بمواداخر بلوازمها,OTHER PIPES THAT ARE FORTIFIED WITH ANOTHER MATERIALS,1119373.0,958413.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40101100,"سيورنقل موادمقواة بمعدن فقط,",STRAPS FOR CARRYING MATERIALS REINFORCED WITH METAL.,61773.0,216868.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40101200,"سيورنقل موادمقواة بمموادنسجيه ,",STRAPS FOR TRANSPORTING AND STRAPS FOR MOVEMENT,235554.0,890776.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40101900,غيرهامن مطاط استيرين بوتادين,OTHERS BUTADEN RUBBER,203037.0,30445.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40103100,سيورنقل  حركة بدون نهايات ذات مقطع عرضي بين 60-180 سم,"Transmission belts, without cross-section of the end (60-18)CM",877294.0,216097.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40103200,سيورنقل  حركة بدون نهايات ذات مقطع عرضي يزيد من 60-180 سم,MOVENTMENT BELT THAT CLOSED 60-180CM,1762.0,112278.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40103300,سيورنقل  حركة بدون نهايات ذات مقطع عرضي يزيد -240180سم,MOVEMENT BELT BETWEEN 180-240CM,20248.0,4181.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40103400,سيورنقل  حركة بدون نهايات ذات مقطع عرضي يزيد 180سم,MOVEMENT BELT THAT CLOSED 180-240 CM,9610.0,3520.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40103500, سيورنقل حركةمتزامنةمقفلةبدون نهايات يزيدعن 60-150 سم,MOVEMENTS BELT BETWEEN 60-150 CM,45368.0,28622.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40103600,سيورنقل  حركة متزامنة مقفلةبدوننهاياتلا يزيد عن 150-198 سم,MOVEMENT BELT BETWEEN 150-198 CM,3752.0,8460.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40103900,غيرها من سيورنقل  حركة,OTHER MOVEMENT BELTS,175467.0,621119.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40111000,إطارات من النوع المستخدم للسيارات,TIRES OF A KIND USED ON MOTOR CARS,58933564.0,30868506.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40112000,إطارات من النوع المستخدم للحافلات والشاحنات,TIRES OF A KIND USED ON BUSES OR LORRIES,10103940.0,11034132.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40113000,إطارات من النوع المستخدم للطائرات,TIRES OF A KIND USED ON AIRCRAFT,18011597.0,19472231.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40114000,إطارات من النوع المستخدم للدراجات النارية,TIRES OF A KIND USED ON MOTORCYCLES,16000.0,5625.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40115000,إطارات من النوع المستخدم للدراجات الهوائية,TIRES OF A KIND USED ON BICYCLES,1843.0,
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40117000,من الأنواع المستعملة على المركبات والآلات الزراعية أو الحرجية,Of a kind used on agricultural or forestry vehicles and machines,2622783.0,268870.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40118000,من الأنواع المستعملة على المركبات والآلات الإنشائية أو التعدينية ,"Of a kind used on construction, mining or industrial handling veh",3506044.0,645075.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40119000,إطارات خارجية هوائية جديدة، من مطاط، غير مذكورة في مكان آخر,New rubber pneumatic tyres; not elsewhere specified,6384085.0,2551169.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40121100,اطارات خارجية مجددة للسيارات,TIRES RENEWED  ARE USED FOR CAR,3737097.0,3914209.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40121200,اطارات خارجية مجددة للحافلت,TIRES RENEWED       ARE USED IN BUSSES OR TRUCKS,,18543.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40121300,اطارات خارجية مجددة للطائرات,TIRES RENEWD        ARE USED IN AIRPLANES,1048370.0,72717.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40121900,غيرها من اطارات خارجية مجددة,OTHER RENEWED OR USED TIRES,91722.0,1117731.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40129000,غيرها من بطانات وأشرطة للاطارات الخارجية,OTHER USED TIRES,11226828.0,1550521.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40131000,انابيب داخليه من النوع المستعمل فى السيارات,INNER TUBES OF A KIND USED ON MOTOR CARS,840886.0,511446.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40132000,انابيب داخليه من النوع المستعمل فى الدراجات العاديه,INNER TUBES OF A KIND USED ON BICYCLES,1899.0,20948.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40139000,غيرها من انابيب داخليه,OTHER INNER TUBES,28017.0,741716.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40141000,اغلفه (واقيات)ـ  موانع حمل,SHEATH CONTRACEPTIVES,15.0,63.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40149010,قرب مياه، واكياس، ثلج، ومحاقن صحيه، ومايماثلها,"WATER SKINS, ICE SACKS, ENEMAS, AND THE LIKE",191871.0,360080.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40149020,رضاعات (مصصات)ـ  اطفال,TEATS,870117.0,15518.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40149090,غيرها من اصناف للاستعمال الصحى من مطاط,OTHER HYGENIC RUBBER ARTICLES,259025.0,9730.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40151200,من الأنواع المستعملة في الطب أو الجراحة أو طب الأسنان أو الطب الب,"Of a kind used for medical, surgical, dental or veterinary purpos",178.0,230.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40151910,قفازات لاطفاء الحرائق,GLOVES FOR FIRE EXTINGUISHING,4695.0,16029.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40151990,قفازات لاستعمالات اخرى,GLOVES FOR OTHER USES,5179340.0,2991813.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40159010,غيرها من اصناف البسه ولوازمها من مطاط,FOR DIVERS AND FIREMEN,158942.0,128292.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40159020,اللبسة الواقية للجراحين واطباء الشعة من مطاط,PROTECTIVE CLOTHES FOR SURGEONS AND RADIOLOGISTS,143002.0,17036.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40159030,احزمة( زنانير)  من مطاط,BELTS OF VULCANLZED RUBBER,856275.0,961655.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40159040,اردية معاطف مشدات سراويل اطفال وما يماثلها   من مطاط,"COATS,OVERCOATS,BABY CLOTHES AND THE LIKE",809063.0,611867.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40159090,غيرهامن البسة  من مطاط,"OTHER APPAREL AND CLOTHING ACCESSORIES, RUBBER",285979.0,31271.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40161000,اصناف من مطاط خلوى,ARTICLES OF CELLULAR RUBBER,88190.0,895011.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40169100,اغطيه ارضيات وبسط,FLOOR COVERINGS AND MATS,871160.0,629660.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40169200,محايات,ERASERS,215539.0,106674.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40169300,حشيات وجلب زنق ومانعات تسرب اخر (حلقات وفواصل)ـ  من مطاط,"GASKETS, WASHERS AND OTHER SEALS",21157135.0,34040148.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40169400,حواجز واقيه ومعدات واقيه لرسوالزوارق والسفن,BOAT OR DECK FENDERS,134468.0,458825.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40169510,حشايا ووسائد ومساند هوائيه من مطاط,"PNEUMATIC MATTRESSES, PILLOWS AND BACKRESTS",124347.0,70707.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40169590,غيرها من اصناف قابله للنفخ من مطاط مبركن,OTHER INFLATABLE ARTICLES OF VULCANIZED RUBBER,37309121.0,34459858.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40169910,لصقات معده لاصلاح الاطارات والانابيب الهوائيه,ADHESIVE PLASTERS FOR REPAIRING TIRES AND TUBES,30070.0,294236.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40169920,حروف وارقام وماثلها للاختام,"LETTERS, FIGURES AND SIMILAR ARTICLES FOR STAMPS",81.0,
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40169930,اجزاء لقاطرات و مركبات وعربات السكك الحديديه والترام,PARTS OF RAILWAY AND TRAMWAY LOCOMOTIVES,115826.0,34752.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40169940,اجزاء للمعدات الداخله فى البنود من 1/87 الى5/87,PARTS OF EQUIPMENT OF HEADINGS NOS. 87.01 TO 87.05,431687.0,252603.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40169950,اجزاء للمعدات الداخله فى البند 10/87,PARTS OF EQUIPMENT OF HEADINGS NO. 87.10,750945.0,66321.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40169990,غيرها من اصناف من مطاط مبركن,OTHER ARTICLES OF VULCANIZED RUBBER,4398238.0,2231893.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40170010,مساحيق، ونفايا وفضلات مطاط مقسى,"POWDER, WASTE AND SCRAPS OF HARD RUBBER",74600.0,107964.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40170020,صمامات، وحنفيات ومرشات للحقن الطبيه,"VALVES, TAPS AND SPRAYERS FOR MEDICAL ENEMAS",17781.0,6000.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40170030,اصناف صحيه للحمامات وما يماثلها,HYGIENIC BATHROOM APPIANCES AND THE LIKE,6732079.0,5430534.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40170040,دنان و طسوت,JUGS AND BASINS,125948.0,115834.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40170050,سدادات,STOPPERS,26695.0,22828.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40170060,حلقات وفواصل من مطاط مكسي غير خلوي,WASHERS AND QASKETS,2325876.0,893207.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40170090,غيرها من اصناف من مطاط مقسى,OTHER HARD RUBBER,2969586.0,4622138.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,59041000,مشمع ارضيه ( لينوليوم )ـ,LINOLEUM,461308.0,536383.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,59049000,غيرها من اغطيه ارضيه على حامل من مواد نسجيه,OTHER FLOOR COVERS ON FABRIC STAND,224046.0,96773.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,59061000,اشرطه لاصقه بعرض، لايزيد عن 20 سم,ADHESIVE TAPE OF A WIDTH NOT EXCEEDING 20 CM,5198031.0,4566423.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,59069100,نسج ممططه مصنره,KNITTED OR CROCHETED RUBBERIZED TEXTILES,178850.0,33044.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,59069900,غيرها من نسج ممططه,OTHER RUBBERIZED TEXTILES,118159.0,9359.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,65069110,اغطيه راس،للاستحمام من مطاط او لدائن,BATHING HEADGEAR,5755.0,32347.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,65069190,غيرها من اغطيه راس،من مطاط او لدائن,OTHER RUBBER OR PLASTIC HEADGEAR,119942.0,44557.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,85472000,قطع عازله للالات والاجهزه الكهربائيه من لدائن اصطناعيه,INSULATING FITTINGS OF PLASTICS,1659138.0,2357736.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,94059200,اجزاء مصابيح واجهزه اناره ومايماثلها، من لدائن اصطناعيه,"PLASTIC PARTS OF LAMPS, LIGHTING FIXTURES AND THE LIKE",99005.0,869978.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,94061010,بيوت محمية للأغراض الزراعية، من خشب,"Greenhouses for cultivation purposes, of wood",110300.0,54371.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,94061030,مستودعات، من خشب,"Warehouses, of wood",,900000.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,94061040,مباني للسكن أو للمدارس، من خشب," Residential or school buildings, of wood",1581305.0,1343729.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,94061090,غيرها من مباني مسبقة الصنع، من خشب,"Other prefabricated buildings, of wood",5832982.0,9516490.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,94062000,وحدات البناء الجاهزة، من صلب,"Modular building units, of steel",9149251.0,5182088.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,94069013,مستودعات، من لدائن,"Warehouses, of plastics",343803.0,
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,94069014,مباني للسكن أو للمدارس، من لدائن,"Residential or school buildings, of plastics",290069.0,2479587.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,94069019,غيرها من مباني مسبقة الصنع، من لدائن,"Other prefabricated buildings, of plastics",460063.0,403336.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,94069021,بيوت محمية للأغراض الزراعية، من حديد,"Greenhouses for cultivation purposes, of iron",81037.0,62176.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,94069023,مستودعات، من حديد,"Warehouses, of iron",13125.0,815050.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,94069024,مباني للسكن أو للمدارس، من حديد,"Residential or school buildings, of iron",650558.0,344855.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,94069029,غيرها من مباني مسبقة الصنع، من حديد,"Other prefabricated buildings, of iron",5025944.0,5261622.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,94069034,مباني للسكن أو للمدارس، من المونيوم,"Residential or school buildings, of aluminum",4875.0,60000.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,94069039,غيرها من مباني مسبقة الصنع، من المونيوم,"Other prefabricated buildings, of aluminum",267219.0,150679.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,94069043,مستودعات، من الياف زجاجية,"Warehouses, of fiberglass",32900.0,62500.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,94069044,مباني للسكن أو للمدارس، من الياف زجاجية,"Residential or school buildings, of fiberglass",74709.0,753877.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,94069049,غيرها من مباني مسبقة الصنع، من الياف زجاجية,"Other prefabricated buildings, of fiberglass",733862.0,693474.0
ISI4,22,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,94069090,مباني مسبقة الصنع من مواد أخر,Prefabricated buildings of other materials,1723965.0,12834883.0
ISI4,23,صُنع منتجات المعادن اللافلزية الأخرى,Manufacture of other non-metallic mineral products,H,25182010,دلوميت خام مكلس،,CRUDE CALCINED DOLOMITE,774390.0,1164620.0
ISI4,23,صُنع منتجات المعادن اللافلزية الأخرى,Manufacture of other non-metallic mineral products,H,25202010,جص للاستعمال فى طب الأسنان,PLASTERS USED IN DENISTRY,586493.0,33635.0
ISI4,23,صُنع منتجات المعادن اللافلزية الأخرى,Manufacture of other non-metallic mineral products,H,25202090,غيره من جص,OTHER PLASTERS,804868.0,2176505.0
ISI4,23,صُنع منتجات المعادن اللافلزية الأخرى,Manufacture of other non-metallic mineral products,H,25221000,كلس، حى,QUICKLIME,52588044.0,58434465.0
ISI4,23,صُنع منتجات المعادن اللافلزية الأخرى,Manufacture of other non-metallic mineral products,H,25222000,كلس، مطفاء,SLAKED LIME,8639997.0,10697105.0
ISI4,23,صُنع منتجات المعادن اللافلزية الأخرى,Manufacture of other non-metallic mineral products,H,25223000,كلس، مائى ( نوره )ـ,HYDRAULIC LIME,,408.0
ISI4,23,صُنع منتجات المعادن اللافلزية الأخرى,Manufacture of other non-metallic mineral products,H,25231000,اسمنت كلنكر,CEMENT CLINKERS,943895427.0,670167056.0
ISI4,23,صُنع منتجات المعادن اللافلزية الأخرى,Manufacture of other non-metallic mineral products,H,25232100,اسمنت بورتلاندي ابيض,WHITE PORTLAND CEMENT,19886669.0,40374114.0
ISI4,23,صُنع منتجات المعادن اللافلزية الأخرى,Manufacture of other non-metallic mineral products,H,25232910, اسمنت بورتلاندي عادي, PORTLAND CEMENT,336332894.0,277441801.0
ISI4,23,صُنع منتجات المعادن اللافلزية الأخرى,Manufacture of other non-metallic mineral products,H,25232920,اسمنت مقاوم للأملاح,SULPHATE RESISTANT CEMENT,27251258.0,29031821.0
ISI4,23,صُنع منتجات المعادن اللافلزية الأخرى,Manufacture of other non-metallic mineral products,H,25239000,اسمنت مائي,OTHER HYDRAULIC CEMENTS,,298.0
ISI4,23,صُنع منتجات المعادن اللافلزية الأخرى,Manufacture of other non-metallic mineral products,H,28181000,كورندوم اصطناعى,ARTIFICIAL CORUNDUM,,228.0
ISI4,23,صُنع منتجات المعادن اللافلزية الأخرى,Manufacture of other non-metallic mineral products,H,38011000,جرافيت اصطناعى,ARTIFICIAL GRAPHITE,347983.0,1684669.0
ISI4,23,صُنع منتجات المعادن اللافلزية الأخرى,Manufacture of other non-metallic mineral products,H,38012000,جرافيت غروى او شبه غروى,COLLOIDAL OR SEMI-COLLOIDAL GRAPHITE,188917.0,985809.0
ISI4,23,صُنع منتجات المعادن اللافلزية الأخرى,Manufacture of other non-metallic mineral products,H,38013000,"عجائن كربونيه للالكترودات ""الاقطاب الكهربائيه"" ومايماثلها",CARBONACEOUS PASTES FOR ELECTRODES AND SIMILAR,207447.0,817099.0
ISI4,23,صُنع منتجات المعادن اللافلزية الأخرى,Manufacture of other non-metallic mineral products,H,38019010,مخاليط جرافيت مع زيوت معدنيه,MIXTURES OF GRAPHITE WITH MINERAL OILS,,6250.0
ISI4,23,صُنع منتجات المعادن اللافلزية الأخرى,Manufacture of other non-metallic mineral products,H,38019090,غيرها من محضرات جرافيتيه,OTHER GRAPHITE PREPARATIONS,121781.0,
ISI4,23,صُنع منتجات المعادن اللافلزية الأخرى,Manufacture of other non-metallic mineral products,H,38160000,اسمنت، وملاط، وخرسانه، ومركبات مماثله، متحمله للحراره,"REFRACTORY CEMENTS, MORTARS, CONCRETES, AND THE LIKE",13025106.0,16704385.0
ISI4,23,صُنع منتجات المعادن اللافلزية الأخرى,Manufacture of other non-metallic mineral products,H,38245000,ملاطوخرسانه غيرمتحمله للحراره,NON-REFRACTORY MORTARS AND CONCRETES,477578.0,762546.0
ISI4,23,صُنع منتجات المعادن اللافلزية الأخرى,Manufacture of other non-metallic mineral products,H,68010020,احجار تبليط ورصف طرق من حجر جرانيت,"CURBSTONES, FLAGSTONES OF GRANITE",25873102.0,19312764.0
ISI4,23,صُنع منتجات المعادن اللافلزية الأخرى,Manufacture of other non-metallic mineral products,H,68010040,أحجار تبليط ورصف طرق من حجر رخام,"CURBSTONES, FLAGSTONES OF MARBLE",701272.0,
ISI4,23,صُنع منتجات المعادن اللافلزية الأخرى,Manufacture of other non-metallic mineral products,H,68021000,بلاط (قريد)ـ ، ومكعابات واصناف مماثله،حبيبات وشظاياومساحيق,"TILES, CUBES AND SIMILAR ARTICLES, LESS THAN 7 CM SQ",508452.0,227660.0
ISI4,23,صُنع منتجات المعادن اللافلزية الأخرى,Manufacture of other non-metallic mineral products,H,68022100,احجار نصب وبناء من رخام ، وترافرتين ، والابستر (مرمر)ـ,"MARBLE, TRAVERTINE AND ALABASTER BUILDING STONE",4968816.0,1886803.0
ISI4,23,صُنع منتجات المعادن اللافلزية الأخرى,Manufacture of other non-metallic mineral products,H,68022300,احجار نصب و بناء من جرانيت,GRANITE BUILDING STONE,362075.0,
ISI4,23,صُنع منتجات المعادن اللافلزية الأخرى,Manufacture of other non-metallic mineral products,H,68022900,احجار اخر  من احجار نصب وبناء,OTHER STONE FOR MOMUMENTS OR BUILDING,548704.0,
ISI4,23,صُنع منتجات المعادن اللافلزية الأخرى,Manufacture of other non-metallic mineral products,H,68029110,درجات (سلالم)ـ ، وطنف وافاريز ،...الخ ، من رخام واحجار اخر,"STAIRS, CORNICES, ETC., OF MARBLE AND OTHER STONE",312847.0,17617.0
