CT_TYPE,CC_CODE,CC_DESC_AR,CC_DESC_EN,COMMODTIY_TYPE,COMMODTIY_CODE,COMM_NAME_AR,COMM_NAME_EN,2023,2024,Growth,Share
ISI4,24.0,صُنع الفلّزات القاعدية,Manufacture of basic metals,H,71081210.0,سبائك ذهب,GOLD INGOTS,27411956878.0,30524791836.0,0.11355756073358872,0.03496445486470555
ISI4,19.0,صُنع فحم الكوك والمنتجات النفطية المكررة,Manufacture of coke and refined petroleum products,H,27101249.0,غيرها من زيوت وقود,OTHER FUEL OILS,24823160942.0,25730139206.0,0.036537581419190716,0.029472446389291005
ISI4,29.0,صُنع المركبات ذات المحرّكات والمركبات المقطورة ونصف المقطورة,"Manufacture of motor vehicles, trailers and semi-trailers",H,87032211.0,سيارات خاصة موديل سنة التخليص أو التي تليها (1001-1500) سم3,"PRIVATE CARS, CURRENT, SPARK IGNITION, 1001 TO 1500 CC",22391348652.0,23695466123.0,0.05824202424196168,0.02714184130090239
ISI4,29.0,صُنع المركبات ذات المحرّكات والمركبات المقطورة ونصف المقطورة,"Manufacture of motor vehicles, trailers and semi-trailers",H,87032111.0,سيارات خاصة موديل سنة التخليص أو التي تليها (<1000سم3),"PRIVATE CARS, CURRENT, SPARK-IGNITION, NOT OVER 1000 CC",21596350527.0,20899569592.0,-0.03226382782261645,0.02393929700216471
ISI4,26.0,صُنع الحواسيب والمنتجات الإلكترونية والبصرية,"Manufacture of computer, electronic and optical products",H,85171300.0,أجهزة هاتف ذكية (سمارت فون),Smartphones,20808828760.0,26035656838.0,0.25118319432025543,0.029822399879943066
ISI4,21.0,صُنع المنتجات الصيدلانية الأساسية والمستحضرات الصيدلانية,Manufacture of basic pharmaceutical products and pharmaceutical preparations,H,30049090.0,أدوية غير مذكورة في مكان آخر، مهيأة للبيع بالتجزئة,"Medicaments not elsewhere specified, put up for retail sale",16148503262.0,16570247746.0,0.02611662995371416,0.01898029911308732
ISI4,99.0,أنشطة المنظمات والهيئات غير الخاضعة للتشريعات الوطنية,Activities of extraterritorial organizations and bodies,H,98010000.0,الأمتعة الشخصية و المنـزلية المستعملة التي يجلبها المواطنون معهم,the personal effects and used household items brought into the co,13680417303.0,17805388063.0,0.3015237524293523,0.02039508379359716
ISI4,19.0,صُنع فحم الكوك والمنتجات النفطية المكررة,Manufacture of coke and refined petroleum products,H,27101221.0,بنزين محركات,ENGINE  GASOLINE,13480325130.0,13704866601.0,0.01665697739739902,0.015698164045539573
ISI4,29.0,صُنع المركبات ذات المحرّكات والمركبات المقطورة ونصف المقطورة,"Manufacture of motor vehicles, trailers and semi-trailers",H,87032231.0,سيارات جيب موديل سنة التخليص أو التي تليها (1001-1500) سم3,"JEEPS, CURRENT, SPARK IGNITION, 1001 TO 1500 CC",12672148737.0,14012787244.0,0.10579409497346086,0.016050870051920497
ISI4,30.0,صُنع معدات النقل الأخرى,Manufacture of other transport equipment,H,89069090.0,غيرها من سفن,OTHER SHIPS,9652095644.0,8943760109.0,-0.07338670907600468,0.010244580809330191
ISI4,19.0,صُنع فحم الكوك والمنتجات النفطية المكررة,Manufacture of coke and refined petroleum products,H,27101241.0,زيوت وقود للسفن,BUNKER  OIL,6644977022.0,2009098332.0,-0.6976515757167655,0.002301310630564957
ISI4,10.0,صُنع المنتجات الغذائية,Manufacture of food products,H,10063000.0,أرز مضروب كلياً أو جزيئاً وإن كان ممسوحاً أو ملمعاً,"Semi or wholly milled rice, whether or not polished or glazed",6201795207.0,7427084909.0,0.19757016494466131,0.008507313546060057
ISI4,19.0,صُنع فحم الكوك والمنتجات النفطية المكررة,Manufacture of coke and refined petroleum products,H,27101231.0,ديزل للمحركات,ENGINE DIESEL,6068560356.0,1123249563.0,-0.8149067493595181,0.0012866200319504035
ISI4,29.0,صُنع المركبات ذات المحرّكات والمركبات المقطورة ونصف المقطورة,"Manufacture of motor vehicles, trailers and semi-trailers",H,87032112.0,سيارات خاصة موديل السنة الأولى السابقة للتخليص (<1000سم3),"PRIVATE CARS, 1-YEAR, SPARK-IGNITION, NOT OVER 1000 CC",5830101925.0,6628827051.0,0.13700019935757812,0.007592953474535488
ISI4,1.0,أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة,"Crop and animal production, hunting and related service activities",H,10011900.0,حنطة (قمح) صلبة,Durum wheat,5561360623.0,3614234024.0,-0.35011694637231583,0.004139904477697193
ISI4,24.0,صُنع الفلّزات القاعدية,Manufacture of basic metals,H,74081100.0,اسلاك من نحاس، نقي لايزيد اقصى بعد لمقطعها العرضى عن 6 مم,REFINED COPPER WIRE OVER 6 MM THICK,5486085927.0,7362741586.0,0.3420755132113336,0.008433611840739158
ISI4,30.0,صُنع معدات النقل الأخرى,Manufacture of other transport equipment,H,84071000.0,محركات الطائرات ، دواره او يتم الاشتعال فيها بالشرر,"AIRCRAFT ENGINES, SPARK OR ROTARY",5033805934.0,2812445346.0,-0.4412884837288207,0.0032215000478297835
ISI4,32.0,الصناعات التحويلية الأخرى,Other manufacturing,H,71131910.0,حلي ومجوهرات وأجزاؤها من ذهب,JEWELLERY OF GOLD,4743142270.0,6289812874.0,0.3260856444856334,0.007204631550707257
ISI4,26.0,صُنع الحواسيب والمنتجات الإلكترونية والبصرية,"Manufacture of computer, electronic and optical products",H,85414300.0,خلايا  ضوئية فولتائية مجمعة في شكل وحدات أو مهيأة بشكل ألوح,Photovoltaic cells assembled in modules or made up into panels,4710583032.0,6260729363.0,0.32907738181654456,0.007171318003046389
ISI4,24.0,صُنع الفلّزات القاعدية,Manufacture of basic metals,H,74031100.0,كاثودات (أقطاب) وقطاعاتها من نحاس، نقي,CATHODES AND SECTIONS OF CATHODES OF REFINED COPPER,4478057192.0,5569508958.0,0.2437333243420532,0.006379563393153102
ISI4,30.0,صُنع معدات النقل الأخرى,Manufacture of other transport equipment,H,87100000.0,مركبات ودبابات حربية مدرعة وان كانت مسلحة، واجزاؤها,OTHER ARMORED FIGHTING VEHICLES,4459586286.0,7732025744.0,0.7337988880881584,0.008856606347761937
ISI4,24.0,صُنع الفلّزات القاعدية,Manufacture of basic metals,H,72031000.0,منتجات حديديه منتجه من عمليه الاختزال المباشرلخام الحديد,FERROUS PRODUCTS FROM THE DIRECT REDUCTION OF IRON ORE,4348949345.0,5460740893.0,0.255646010059471,0.0062549756115280455
ISI4,26.0,صُنع الحواسيب والمنتجات الإلكترونية والبصرية,"Manufacture of computer, electronic and optical products",H,84713000.0,آلات للمعالجة الذاتية للمعلومات، محمولة,Portable Auto Data Processing Machine with C.P.U,4246864974.0,6070079205.0,0.4293082643696032,0.006952938828500198
ISI4,1.0,أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة,"Crop and animal production, hunting and related service activities",H,1041090.0,ضأن، عدا الأصيلة للأنسال,"Sheep, exclude pure-bred breeding",4168510339.0,4697130910.0,0.12681282472884853,0.005380302757793664
ISI4,29.0,صُنع المركبات ذات المحرّكات والمركبات المقطورة ونصف المقطورة,"Manufacture of motor vehicles, trailers and semi-trailers",H,87032212.0,سيارات خاصة موديل السنة الأولى السابقة للتخليص (1001-1500) سم3,"PRIVATE CARS, 1 YEAR, SPARK IGNITION, 1001 TO 1500 CC",4105835116.0,3881872693.0,-0.05454734948494215,0.0044464697185865355
ISI4,28.0,صُنع الآلات والمعدات غير المصنّفة في موضع آخر,Manufacture of machinery and equipment n.e.c.,H,84151010.0,أجهزة تكييف هواء سعتها 70 ألف وحدة حرارية أو أقل,"Air conditioning machines of a capacity 70,000 BTU or less",4096158926.0,4807999449.0,0.17378244737567589,0.005507296515805457
ISI4,10.0,صُنع المنتجات الغذائية,Manufacture of food products,H,17011310.0,سكر قصب، لأغراض التصفية والتكريرالصناعي,CANE SUGAR FOR INDUSTRIAL REFINING AND FILTERING,3785256883.0,4477933454.0,0.18299327956073094,0.005129224237817274
ISI4,1.0,أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة,"Crop and animal production, hunting and related service activities",H,10059010.0,ذرة صفراء ذهبية,Golden corn,3746312945.0,4544461144.0,0.21304899262760335,0.005205428014300191
ISI4,26.0,صُنع الحواسيب والمنتجات الإلكترونية والبصرية,"Manufacture of computer, electronic and optical products",H,85176220.0,أجهزة أخرى لأنظمة خطوط التيار الناقل أو لأنظمة الخطوط الرقمية,"Other apparatus, for carrier-current line systems or for digital ",3731317990.0,3866738785.0,0.03629301907876257,0.00442913466693293
ISI4,30.0,صُنع معدات النقل الأخرى,Manufacture of other transport equipment,H,84091000.0,اجزاء لمحركات الطائرات,PARTS FOR AIRCRAFT ENGINES,3660955521.0,4208240486.0,0.14949238302969264,0.0048203059114408945
ISI4,28.0,صُنع الآلات والمعدات غير المصنّفة في موضع آخر,Manufacture of machinery and equipment n.e.c.,H,84295200.0,اليات بانشاءات علويه دواره بمقدار 360 درجه,MACHINERY WITH A 360 DEGREE REVOLVING SUPERSTRUCTURE,3081544991.0,2056629860.0,-0.33259781505490926,0.0023557553577996395
ISI4,24.0,صُنع الفلّزات القاعدية,Manufacture of basic metals,H,72085100.0,غيرهامن حديدوصلب مسطحة (مجلخة )بسمك يزيدعن 10 مم,PRODUCTS OF FLATTENED CAST IRON W/ THICKNESS < 10MM.,2946021628.0,2381596824.0,-0.19158881884488324,0.0027279869787831465
ISI4,22.0,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40111000.0,إطارات من النوع المستخدم للسيارات,TIRES OF A KIND USED ON MOTOR CARS,2862882314.0,2729927460.0,-0.04644090794435639,0.003126980389314858
ISI4,26.0,صُنع الحواسيب والمنتجات الإلكترونية والبصرية,"Manufacture of computer, electronic and optical products",H,84715000.0,وحدات معالجة رقمية,DIGITAL UNITS,2820668347.0,2897055339.0,0.027081167511679813,0.003318416098797331
ISI4,1.0,أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة,"Crop and animal production, hunting and related service activities",H,10039000.0, شعير,Barley,2727873953.0,3417193901.0,0.2526949411434187,0.003914205952898594
ISI4,28.0,صُنع الآلات والمعدات غير المصنّفة في موضع آخر,Manufacture of machinery and equipment n.e.c.,H,84119900.0,غيرها من أجزاء عنفات نفاثة وعنفات دافعة,OTHER PARTS FOR TURBO-JETS OR TURBO-PROPELLERS,2713097205.0,3711074750.0,0.36783700309771983,0.004250830154487526
ISI4,22.0,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40112000.0,إطارات من النوع المستخدم للحافلات والشاحنات,TIRES OF A KIND USED ON BUSES OR LORRIES,2618448987.0,2108334905.0,-0.19481535998318075,0.002414980617119769
ISI4,10.0,صُنع المنتجات الغذائية,Manufacture of food products,H,2071200.0,لحوم وأحشاء دجاج (جالوس دوميستكوس) غير مقطعة مجمدة,UNCUT FROZEN MEAT AND BOWELS: SEX OF GALLUS DOMESTICUS,2580767692.0,2335801132.0,-0.09492003513503376,0.0026755305553442968
ISI4,26.0,صُنع الحواسيب والمنتجات الإلكترونية والبصرية,"Manufacture of computer, electronic and optical products",H,85176290.0,غيرها من آلات لاستقبال و تحويل و إرسال أو استرجاع الصوت أو الصورة,"Other Machines for the reception, conversion and transmission",2537080766.0,2910021353.0,0.14699594589098705,0.0033332679481961358
ISI4,25.0,صُنع منتجات المعادن المشكَّلة، باستثناء الآلات والمعدات,"Manufacture of fabricated metal products, except machinery and equipment",H,93062190.0,غيرها من خراطيش،,OTHER CARTRIDGES,2508138218.0,1688850236.0,-0.326651847222879,0.0019344842109693893
ISI4,28.0,صُنع الآلات والمعدات غير المصنّفة في موضع آخر,Manufacture of machinery and equipment n.e.c.,H,88071000.0,مراوح وأدوات دوارة، وأجزاؤها,Propellers and rotors and parts thereof,2493652881.0,3309324135.0,0.3270989559994016,0.0037906471229207516
ISI4,21.0,صُنع المنتجات الصيدلانية الأساسية والمستحضرات الصيدلانية,Manufacture of basic pharmaceutical products and pharmaceutical preparations,H,30021500.0,المنتجات المناعية المهيأة بجرعات معايرة أو بأشكال أو أغلفة للبيع ,"Immunological products, put up in measured doses or in forms or p",2450822784.0,3499719377.0,0.42797733065305144,0.00400873430533726
ISI4,24.0,صُنع الفلّزات القاعدية,Manufacture of basic metals,H,72071900.0,"غيره من منتج نصف جاهز من حديداو صلب،اقل من %0,25 كربون","OTHER SEMI-FINISHED IRON AND STEEL, UNDER 0.25% CARBON",2369029466.0,1236765451.0,-0.47794425153849057,0.0014166461813088416
ISI4,10.0,صُنع المنتجات الغذائية,Manufacture of food products,H,15111000.0,زيت نخيل خام,CRUDE PALM OIL,2307351421.0,2219514923.0,-0.038068105794622255,0.002542331157038391
ISI4,29.0,صُنع المركبات ذات المحرّكات والمركبات المقطورة ونصف المقطورة,"Manufacture of motor vehicles, trailers and semi-trailers",H,87042120.0,شاحنات للنقل الخفيف (ديانا، هاف لوري وما يماثلها)، لا تتجاوز 5 طن,Trucks for light transport (Diyana and the like) 5 tonnes or less,2304834327.0,2665162390.0,0.15633577597267362,0.003052795596213211
ISI4,30.0,صُنع معدات النقل الأخرى,Manufacture of other transport equipment,H,88022000.0,"طائراتعاديةومركباتجوية,لايتجاوزوزنهافارغة2000كجم(32)","PLANESANDANOTHERAIRVEHICLES(32)MGK0002DEECXETON,",2287641315.0,23820072.0,-0.9895874970242002,2.7284570417145055e-05
ISI4,10.0,صُنع المنتجات الغذائية,Manufacture of food products,H,19011010.0,اغذيه اطفال اساسها الالبان ، غير محتويه على كاكاو,"BABY FOOD WITH MILK BASE, NO COCOA",2179769090.0,2485225094.0,0.14013227612104545,0.002846687410504004
ISI4,28.0,صُنع الآلات والمعدات غير المصنّفة في موضع آخر,Manufacture of machinery and equipment n.e.c.,H,84314390.0,غيرها من أجزاء لآلات حفر وسبر الأعماق,OTHER PARTS OF BORING MACHINERY,2150348626.0,7844669474.0,2.6480919322335037,0.008985633488537786
ISI4,10.0,صُنع المنتجات الغذائية,Manufacture of food products,H,2071400.0,قطع وأحشاء وأطراف، مجمدة (دجاج جالوس دوميستكوس)," Cuts and offal, frozen(chikens)",2128202006.0,3512385554.0,0.6504004526344761,0.004023242708094083
ISI4,28.0,صُنع الآلات والمعدات غير المصنّفة في موضع آخر,Manufacture of machinery and equipment n.e.c.,H,84818090.0,غيرها من ادوات اخر من اصناف صناعه الحنفيات,"OTHER VALVES, COCKS, ETC.",2098766085.0,3169658998.0,0.5102488174617135,0.003630668460165378
ISI4,10.0,صُنع المنتجات الغذائية,Manufacture of food products,H,23040000.0,كسب وغيره من بقايا صلبة، من زيت فول الصويا,"OIL-CAKE AND OTHER SOLID RESIDUES, FROM SOYA-BEAN OIL",2093829604.0,2859716547.0,0.3657828418973868,0.0032756465849346048
ISI4,20.0,صُنع المواد الكيميائية والمنتجات الكيميائية,Manufacture of chemicals and chemical products,H,29022000.0,هيدروكربونات دورية (بنزين),CYCLIC HYDROCARBONS (BENZENE),2085884459.0,2144667443.0,0.028181323153527556,0.0024565975228744872
ISI4,29.0,صُنع المركبات ذات المحرّكات والمركبات المقطورة ونصف المقطورة,"Manufacture of motor vehicles, trailers and semi-trailers",H,87042210.0,الشاحنات الكبيرة (لوري)، جاهزة، تتجاوز 5 طن ولا تتجاوز 20 طن,"Lorries, assembled, 5 to 20 tonnes",2056074268.0,2244723781.0,0.09175228537999484,0.002571206504738298
ISI4,25.0,صُنع منتجات المعادن المشكَّلة، باستثناء الآلات والمعدات,"Manufacture of fabricated metal products, except machinery and equipment",H,93059100.0, اجزاءولوازم للاسلحة الداخلة في البند 93,THE MILITARY WEAPONS UNDER ITEMS 93,1994512524.0,3229025292.0,0.6189546333477924,0.00369866925500126
ISI4,21.0,صُنع المنتجات الصيدلانية الأساسية والمستحضرات الصيدلانية,Manufacture of basic pharmaceutical products and pharmaceutical preparations,H,30024100.0,لقاحات للطب البشري,Vaccines for human medicine,1986573894.0,1873298182.0,-0.057020638568806244,0.002145759095904026
ISI4,12.0,صُنع منتجات التبغ,Manufacture of tobacco products,H,24022000.0,لفائف عادية (سجائر) محتوية على تبغ,CIGARETTES CONTAINING TOBACCO,1983150917.0,2351122709.0,0.18554906177117736,0.002693080571421419
ISI4,28.0,صُنع الآلات والمعدات غير المصنّفة في موضع آخر,Manufacture of machinery and equipment n.e.c.,H,84304900.0,غيرها من آلات ثقب أو حفر عمودي,OTHER BORING OR SINKING MACHINERY,1930925417.0,3181098430.0,0.647447592741486,0.003643771694611359
ISI4,7.0,تعدين ركازات الفلزات,Mining of metal ores,H,26011200.0,خامات حديد ومركزاتها مكتلة,AGGLOMERATED IRON ORES AND CONCENTRATES,1926194091.0,1200260905.0,-0.3768743707562334,0.0013748322499368916
ISI4,25.0,صُنع منتجات المعادن المشكَّلة، باستثناء الآلات والمعدات,"Manufacture of fabricated metal products, except machinery and equipment",H,93069000.0,غيرها من أجزاء للسلع الداخلة في البند 9306,Other parts under item 9306,1882585369.0,3177138059.0,0.6876462078782893,0.0036392353094389074
ISI4,29.0,صُنع المركبات ذات المحرّكات والمركبات المقطورة ونصف المقطورة,"Manufacture of motor vehicles, trailers and semi-trailers",H,87021000.0,سيارات للنقل العام بمحركات ضغط (ديزل ونصف ديزل),PUBLIC TYPE VEHICLES WITH COMPRESSION-IGNITION ENGINES,1878497615.0,3261791526.0,0.7363831074121433,0.003736201157460566
ISI4,10.0,صُنع المنتجات الغذائية,Manufacture of food products,H,21069092.0,محضرات لصناعة الليموناده أو غيرها من المشروبات الخفيفة,PREPARATIONS FOR MAKING LEMONADE OR OTHER SOFT DRINKS,1862850793.0,1829262354.0,-0.018030665218177783,0.0020953184990014106
ISI4,14.0,صُنع الملبوسات,Manufacture of wearing apparel,H,62044200.0,فساتين، من قطن، غير مصنرة,"FEMALE DRESSES, COTTON, NOT KNITTED",1771772677.0,1943923677.0,0.0971631418831277,0.002226656680578549
ISI4,24.0,صُنع الفلّزات القاعدية,Manufacture of basic metals,H,76012000.0,خلائط من الومنيوم خام,UNWROUGHT ALUMINIUM ALLOYS,1731663319.0,1515950672.0,-0.12456962310928295,0.001736437356658803
ISI4,24.0,صُنع الفلّزات القاعدية,Manufacture of basic metals,H,72083900.0,منتجات من حديدوصلب بسمك أقل من 3مم,PRODUCTS OF FLATTENED CAST IRON WITH THICKNESS < 3MM.,1719288733.0,2084503328.0,0.21242190912444023,0.002387682868363673
ISI4,10.0,صُنع المنتجات الغذائية,Manufacture of food products,H,20041000.0,بطاطس، مجمدة,"POTATOES, FROZEN",1689614631.0,1767366934.0,0.04601777326820509,0.0020244207307037842
ISI4,1.0,أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة,"Crop and animal production, hunting and related service activities",H,12149090.0,غيرها من منتجات علفية,OTHER FORAGE PRODUCTS,1671880663.0,1399471866.0,-0.16293555098076998,0.0016030173491788937
ISI4,21.0,صُنع المنتجات الصيدلانية الأساسية والمستحضرات الصيدلانية,Manufacture of basic pharmaceutical products and pharmaceutical preparations,H,30041000.0,أدوية تحتوي على بنسلينات أو مشتقاتها، تباع بالتجزئة,"MEDICINE CONTAINING PENICILLINS OR DERIVATIVES, RETAIL",1627812252.0,2583458450.0,0.5870739680364563,0.002959208267665749
ISI4,29.0,صُنع المركبات ذات المحرّكات والمركبات المقطورة ونصف المقطورة,"Manufacture of motor vehicles, trailers and semi-trailers",H,87043120.0,وانيت بغمارتين، اشعال بالشرر، لا تتجاوز 5 طن,"PICKUPS, TWO CABS, SPARK IGNITION, 5 TONNES OR LESS",1544432432.0,680222650.0,-0.5595646427088239,0.0007791572919369016
ISI4,19.0,صُنع فحم الكوك والمنتجات النفطية المكررة,Manufacture of coke and refined petroleum products,H,27101212.0,نافثا كامله,FULL WHOLE NAPHTHA,1542176181.0,905301024.0,-0.41297172453216613,0.0010369720770802677
ISI4,28.0,صُنع الآلات والمعدات غير المصنّفة في موضع آخر,Manufacture of machinery and equipment n.e.c.,H,88073000.0,أجزاء أُخر للطائرات العادية أو الطائرات العمودية,"Other parts of aeroplanes, helicopters or unmanned aircraft",1532873305.0,2543322841.0,0.6591865959855044,0.002913235155158134
ISI4,32.0,الصناعات التحويلية الأخرى,Other manufacturing,H,90189090.0,غيرها من معدات طبية,OTHER MEDICAL EQUIPMENT,1527725478.0,1773750488.0,0.16104006481719485,0.0020317327375115155
ISI4,10.0,صُنع المنتجات الغذائية,Manufacture of food products,H,4063000.0,أجبان مصنعة أو مطبوخة، غير مبشورة ولا مسحوقة,"PROCESSED CHEESE, NOT GRATED OR POWDERED",1517690547.0,1537674256.0,0.013167182888172788,0.0017613205164309803
ISI4,26.0,صُنع الحواسيب والمنتجات الإلكترونية والبصرية,"Manufacture of computer, electronic and optical products",H,85176260.0,أجهزة استقبال أو ارسال للاشارة عن بعد,Apparatus for remote transmission or reception of signals.,1476974525.0,1989303445.0,0.3468772895727501,0.002278636686159964
ISI4,29.0,صُنع المركبات ذات المحرّكات والمركبات المقطورة ونصف المقطورة,"Manufacture of motor vehicles, trailers and semi-trailers",H,87084000.0,علب تغيير السرعة (جير بوكس) وأجزاؤها,GEAR BOXES,1404097228.0,1495304612.0,0.0649580258269693,0.0017127884408240145
ISI4,28.0,صُنع الآلات والمعدات غير المصنّفة في موضع آخر,Manufacture of machinery and equipment n.e.c.,H,84295100.0,محملات ومحملات بمجارف أمامية,FRONT-END SHOVEL LOADERS,1396005311.0,1167439775.0,-0.16372827108821794,0.0013372374671564166
ISI4,14.0,صُنع الملبوسات,Manufacture of wearing apparel,H,61091000.0,قمصان (تي شيرت) وصدريات اخر مصنرة من قطن,KNITTED T-SHIRTS AND OTHER VESTS OF COTTON,1382521704.0,1353054573.0,-0.02131404585891405,0.00154984891629457
ISI4,27.0,صُنع المعدات الكهربائية,Manufacture of electrical equipment,H,85371000.0,أجهزة منظمات تيار كهربائي لجهد (توتر) لا يزيد عن 1000 فولت,APPARATUS FOR ELECTRICAL CONTROL 1000 V OR LESS,1341863243.0,1852416089.0,0.38048053604818804,0.002121839817368014
ISI4,24.0,صُنع الفلّزات القاعدية,Manufacture of basic metals,H,76051100.0,أسلاك من ألومنيوم، غير مخلوط، يتجاوز مقاس عرضها 7مم,"ALUMINUM WIRE, NOT ALLOYED, OVER 7 MM THICK",1340609679.0,566593604.0,-0.5773612462483199,0.0006490015263699455
ISI4,29.0,صُنع المركبات ذات المحرّكات والمركبات المقطورة ونصف المقطورة,"Manufacture of motor vehicles, trailers and semi-trailers",H,87032411.0,سيارات خاصة موديل سنة التخليص أو التي تليها، تتجاوز3000 سم3,"PRIVATE CARS, CURRENT, SPARK IGNITION, OVER 3000 CC",1324991454.0,928679143.0,-0.29910556011782397,0.0010637504148651364
ISI4,26.0,صُنع الحواسيب والمنتجات الإلكترونية والبصرية,"Manufacture of computer, electronic and optical products",H,90158000.0,اجهزه وادوات اخر للمساحه ، او لعلوم المياه ، ...الخ,"OTHER INSTRUMENTS FOR SURVEYING, HYDROGRAPHIC , ETC.",1322952678.0,515240459.0,-0.6105374987570039,0.0005901793489687034
ISI4,28.0,صُنع الآلات والمعدات غير المصنّفة في موضع آخر,Manufacture of machinery and equipment n.e.c.,H,84819000.0,اجزاء للصمامات والمراجل والخزانات والاصناف المماثله,"PARTS FOR VALVES, COCKS AND SIMILAR ITEMS",1300579382.0,1721804357.0,0.3238748674857895,0.001972231327559113
ISI4,29.0,صُنع المركبات ذات المحرّكات والمركبات المقطورة ونصف المقطورة,"Manufacture of motor vehicles, trailers and semi-trailers",H,87042110.0,شاحنات صغيره(وانيت)، اشعال بالانضغاط،، لا تتجاوز 5 طن,"PICKUPS, COMPRESSION IGNITION, 5 TONS AND LESS",1275886148.0,915812755.0,-0.2822143602424313,0.001049012681519901
ISI4,31.0,صُنع الأثاث,Manufacture of furniture,H,94016100.0,مقاعد بهياكل خشبيه ، منجده,UPHOLSTERED SEATS WITH WOODEN FRAMES,1269591827.0,1436590129.0,0.13153700145865857,0.0016455342593118946
ISI4,30.0,صُنع معدات النقل الأخرى,Manufacture of other transport equipment,H,84119100.0,اجزاء للمحركات التوربينيه النفاثه ، والمروحيه,PARTS OF TURBO-JETS OR TURBO-PROPELLERS,1257776444.0,1232318664.0,-0.02024030591560355,0.0014115526336053944
ISI4,1.0,أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة,"Crop and animal production, hunting and related service activities",H,9011100.0,بن غير محمص، غير منزوع منه الكافيين,"UNROASTED COFFEE, NOT DECAFFEINATED",1238933566.0,1502586512.0,0.21280636285545595,0.0017211294531148508
ISI4,10.0,صُنع المنتجات الغذائية,Manufacture of food products,H,2023090.0,غيرها من لحم بقري بدون عظام,BONELESS MEAT OF FROZEN BOVINE ANIMALS,1236913613.0,1803879583.0,0.4583715176558575,0.002066243943612503
ISI4,20.0,صُنع المواد الكيميائية والمنتجات الكيميائية,Manufacture of chemicals and chemical products,H,33049990.0,غيرها من محضرات التجميل,OTHER BEAUTY PREPARATIONS,1236687466.0,1525088543.0,0.23320449582368452,0.0017469042807202535
ISI4,20.0,صُنع المواد الكيميائية والمنتجات الكيميائية,Manufacture of chemicals and chemical products,H,33030010.0,عطور، سائلة أو جامدة (بارفيوم),"PERFUMES, LIQUID OR SOLID",1234979705.0,1332326124.0,0.07882430667150113,0.0015261056284330264
ISI4,90.0,الأنشطة الإبداعية والفنون وأنشطة الترفيه,"Creative, arts and entertainment activities",H,97039000.0,تماثيل ومنحوتات أصلية، من جميع المواد، لا يتجاوز عمرها 100 عام,"Original sculptures and statuary, of an age under 100 years",1221461603.0,313504309.0,-0.7433367465420032,0.0003591017858799462
ISI4,28.0,صُنع الآلات والمعدات غير المصنّفة في موضع آخر,Manufacture of machinery and equipment n.e.c.,H,84139100.0,اجزاء لمضخات السوائل,PARTS OF LIQUID PUMPS,1211785760.0,1210060876.0,-0.0014234232295319265,0.0013860575728005453
ISI4,26.0,صُنع الحواسيب والمنتجات الإلكترونية والبصرية,"Manufacture of computer, electronic and optical products",H,85287220.0,أجهزة تلفزيون ذكية,Smart television apparatus,1210486616.0,1585656015.0,0.30993271139149875,0.0018162809582874945
ISI4,29.0,صُنع المركبات ذات المحرّكات والمركبات المقطورة ونصف المقطورة,"Manufacture of motor vehicles, trailers and semi-trailers",H,84099900.0,أجزاء لمحركات إحتراق داخلي ذات مكابس تعمل بالضغط,PARTS FOR DIESEL ENGINES,1191625275.0,1140276619.0,-0.04309127800264223,0.0013061235795647293
ISI4,28.0,صُنع الآلات والمعدات غير المصنّفة في موضع آخر,Manufacture of machinery and equipment n.e.c.,H,84314310.0,أجزاء مثقاب حفر الابار,PARTS FOR WELL BORING DRILLS,1191412997.0,1564150515.0,0.31285332536959054,0.0017916476016332445
ISI4,20.0,صُنع المواد الكيميائية والمنتجات الكيميائية,Manufacture of chemicals and chemical products,H,38159000.0,غيرها من محضرات بادئة ومعجلة للتفاعل الكيماوي,"OTHER INITIATORS, ACCELERATORS OR CATALYSTS",1171788146.0,974659570.0,-0.16822885320432315,0.0011164184419933457
ISI4,1.0,أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة,"Crop and animal production, hunting and related service activities",H,12019010.0,غيرها من حبوب كاملة,Other whole,1162046555.0,734078054.0,-0.3682886018280051,0.0008408456681425568
ISI4,25.0,صُنع منتجات المعادن المشكَّلة، باستثناء الآلات والمعدات,"Manufacture of fabricated metal products, except machinery and equipment",H,73089090.0,غيرها من منشات او اجزاء من حديد او صلب,OTHER IRON OR STEEL STRUCTURES OR PARTS,1158543578.0,2251493618.0,0.9433827615589269,0.002578960977283095
