CT_TYPE,CC_CODE,CC_DESC_AR,CC_DESC_EN,COMMODTIY_TYPE,COMMODTIY_CODE,COMM_NAME_AR,COMM_NAME_EN,2023,2024,Growth,Share
ISI4,20.0,صُنع المواد الكيميائية والمنتجات الكيميائية,Manufacture of chemicals and chemical products,H,29096010.0,فوق اوكسيد ميثيل ايثيل كيتون,METHYL ETHYL KETONE PEROXIDE,13246887.0,18556826.0,0.40084428892614543,2.1255814244210016e-05
ISI4,23.0,صُنع منتجات المعادن اللافلزية الأخرى,Manufacture of other non-metallic mineral products,H,70139131.0,قناني العطور ( للزينة),PERFUME BOTTLES  (TNEMMRODA ROF),13244470.0,20699836.0,0.5629040648663178,2.371051325811921e-05
ISI4,13.0,صُنع المنسوجات,Manufacture of textiles,H,55159900.0,غيرها من نسج مخلوطه بصوره رئيسيه بالياف اخر,OTHER WOVENS MIXED MAINLY WITH OTHER FIBERS,13226118.0,10938304.0,-0.17297698387387742,1.2529220135528533e-05
ISI4,13.0,صُنع المنسوجات,Manufacture of textiles,H,63049320.0,اغطيه لمقاعد المركبات ، غير مصنره ، من الياف تركيبيه,"COVERS FOR VEHICLE SEATS, NOT KNITTED, SYNTHETIC",13223862.0,19891163.0,0.5041871277846064,2.2784223219493637e-05
ISI4,25.0,صُنع منتجات المعادن المشكَّلة، باستثناء الآلات والمعدات,"Manufacture of fabricated metal products, except machinery and equipment",H,82076000.0,عدد تقعير وتقوير او توسيع الثقوب  من معادن عاديه,TOOLS FOR REAMING OR BROACHING,13217213.0,17850272.0,0.350532218857334,2.044649585228763e-05
ISI4,20.0,صُنع المواد الكيميائية والمنتجات الكيميائية,Manufacture of chemicals and chemical products,H,29163120.0,أملاحه وأستيرات حمض البنزويك,Benzoic acid salts and esters,13183155.0,10988038.0,-0.16650923090868613,1.2586187672197872e-05
ISI4,13.0,صُنع المنسوجات,Manufacture of textiles,H,63079099.0,غيرها من اصناف جاهزه,OTHER MADE UP ARTICLES,13149115.0,14006358.0,0.06519396932797378,1.6043505709753647e-05
ISI4,28.0,صُنع الآلات والمعدات غير المصنّفة في موضع آخر,Manufacture of machinery and equipment n.e.c.,H,84632000.0,الات لاعمال اللولبه الخارجيه اوالداخليه للمعادن بالتجليخ,THREAD ROLLING MACHINES,13133097.0,5243218.0,-0.6007630188066074,6.005815210526755e-06
ISI4,14.0,صُنع الملبوسات,Manufacture of wearing apparel,H,61041300.0,بدل مصنره للنساء او البنات من الياف تركيبيه,KNITTED FEMALE SUITS OF SYNTHETIC FIBERS,13103644.0,15330240.0,0.1699218934824542,1.755993906280946e-05
ISI4,28.0,صُنع الآلات والمعدات غير المصنّفة في موضع آخر,Manufacture of machinery and equipment n.e.c.,H,84244110.0,أجهزة رش المبيدات الحشرية,Insecticide spraying appliances,13090217.0,8976550.0,-0.31425506544314735,1.0282139809569989e-05
ISI4,26.0,صُنع الحواسيب والمنتجات الإلكترونية والبصرية,"Manufacture of computer, electronic and optical products",H,85182990.0,غيرها من مكبرات صوت,Other Loudspeakers,13074052.0,13870157.0,0.06089198666182451,1.5887495023665646e-05
ISI4,25.0,صُنع منتجات المعادن المشكَّلة، باستثناء الآلات والمعدات,"Manufacture of fabricated metal products, except machinery and equipment",H,83100010.0,لوحات لاسماءالمناطق،الطرق،الشوارع،ومايماثلهامن معدن عادى,"NAME-PLATES FOR DISTRICTS, ROADS, STREETS AND THE LIKE",13054528.0,14299173.0,0.09534201466341793,1.6378909040469704e-05
ISI4,25.0,صُنع منتجات المعادن المشكَّلة، باستثناء الآلات والمعدات,"Manufacture of fabricated metal products, except machinery and equipment",H,79070040.0,أقمشة وشباك وألواح شبكية الشكل بالتمديد من أسلاك الزنك,"Cloth, grill and netting of zinc wire and expanded metal",13049271.0,14266120.0,0.09325034325672292,1.6341048663473453e-05
ISI4,25.0,صُنع منتجات المعادن المشكَّلة، باستثناء الآلات والمعدات,"Manufacture of fabricated metal products, except machinery and equipment",H,76169910.0,سلاسل وأجزاؤها من ألمونيوم,CHAINS AND THEIR PARTS FROM ALUMINIUM,13039851.0,28419147.0,1.1794073413875665,3.2552555572321386e-05
ISI4,13.0,صُنع المنسوجات,Manufacture of textiles,H,59113200.0,نسج لالات صناعه الورق وزن المتر المربع منها 650 جم اواكثر,"TEXTILE FABRICS FOR PAPER MACHINES, 650 G/M2 OR MORE",13032329.0,13831476.0,0.061320351872639185,1.584318808503399e-05
ISI4,12.0,صُنع منتجات التبغ,Manufacture of tobacco products,H,24041110.0,لفائف تبغ تسخن كهربائيا (EHTP),Elecrtically-heated Tobacoo Product,12976073.0,46804033.0,2.6069489590571817,5.361142208952521e-05
ISI4,19.0,صُنع فحم الكوك والمنتجات النفطية المكررة,Manufacture of coke and refined petroleum products,H,27101997.0,زيوت بيضاء مثل زيت الفازلين وزيت البارفين,WHITE OILS SUCH AS :VASELINE AND PARAFFIN OIL,12967772.0,13230995.0,0.020298243985165686,1.5155370427360343e-05
ISI4,24.0,صُنع الفلّزات القاعدية,Manufacture of basic metals,H,80011000.0,قصدير، غير مخلوط خام,"TIN, NOT ALLOYED",12961195.0,28192954.0,1.1751816865651663,3.229346404495886e-05
ISI4,17.0,صُنع الورق ومنتجات الورق,Manufacture of paper and paper products,H,48022000.0,ورق وورق مقوى، يستعمل كاساس،للورق الحساس،للضوء ، الخ,"PAPER AND PAPERBOARD FOR PHOTO-SENSITIVE, ETC.",12950268.0,12718911.0,-0.01786503568883671,1.456880662698672e-05
ISI4,10.0,صُنع المنتجات الغذائية,Manufacture of food products,H,15131100.0,زيت خام من جوز الهند,CRUDE COCONUT OIL,12950071.0,26620730.0,1.0556435559310833,3.049256871435174e-05
ISI4,23.0,صُنع منتجات المعادن اللافلزية الأخرى,Manufacture of other non-metallic mineral products,H,68141000.0,الواح ، وصفائح  واشرطه من ميكا مكتله اومجدده,"PLATES, SHEETS AND STRIPS OF MICA",12941393.0,28453954.0,1.198677839394878,3.2592425058967335e-05
ISI4,19.0,صُنع فحم الكوك والمنتجات النفطية المكررة,Manufacture of coke and refined petroleum products,H,27040020.0,فحم معوجات,RETORT COKE,12931568.0,5310761.0,-0.5893180935212188,6.083181968263055e-06
ISI4,1.0,أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة,"Crop and animal production, hunting and related service activities",H,7149090.0,غيرها من جذور ودرنات,OTHER ROOTS AND TUBERS,12925829.0,12010182.0,-0.07083855124495303,1.3756996893280929e-05
ISI4,24.0,صُنع الفلّزات القاعدية,Manufacture of basic metals,H,81011000.0,مساحيق تنجستين,TUNGSTEN POWDERS,12917380.0,21725978.0,0.6819183147046847,2.4885901966305738e-05
ISI4,22.0,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,40081900.0,غيره من مطاط خلوي,OTHER CELLULAR RUBBER,12904762.0,27767645.0,1.1517363125333113,3.1806296190909324e-05
ISI4,23.0,صُنع منتجات المعادن اللافلزية الأخرى,Manufacture of other non-metallic mineral products,H,69119000.0,غيرها من ادوات منزليه او مصنوعات من صينى او بورسلين,OTHER HOUSEHOLD PORCELAIN OR CHINA ARTICLES,12900039.0,12214617.0,-0.053133327736451026,1.3991165839253427e-05
ISI4,10.0,صُنع المنتجات الغذائية,Manufacture of food products,H,9092200.0,بذور كزبرة مجروشة أو مطحونة,SEEDS OF CORIANDER CRUSHED OR GROUND,12894868.0,15967963.0,0.23831922901420938,1.829041536448197e-05
ISI4,20.0,صُنع المواد الكيميائية والمنتجات الكيميائية,Manufacture of chemicals and chemical products,H,38276800.0,غيرها، غير داخلة في البنود الفرعية أعلاه تحتوي على مواد من البنود,"Other, not included in the subheadings above, containing substanc",12882871.0,7712615.0,-0.401327933812269,8.834372417842784e-06
ISI4,2.0,الحراجة وقطع الأخشاب,Forestry and logging,H,44011200.0,"من غير عائلة المخروطيات ""الصنوبريات""",Non-Coniferous,12877082.0,18997381.0,0.4752861711993447,2.1760445545077847e-05
ISI4,10.0,صُنع المنتجات الغذائية,Manufacture of food products,H,35021100.0,زلال البيض مجفف,DRIED ALBUMIN,12869460.0,4729264.0,-0.6325204010113866,5.417109428941654e-06
ISI4,19.0,صُنع فحم الكوك والمنتجات النفطية المكررة,Manufacture of coke and refined petroleum products,H,27122090.0,"غيره من شمع بارافين محتوى على اقل من 0,75 %  من الزيت",OTHER PARAFFIN WAX UNDER 0.75% OIL,12846803.0,14351597.0,0.11713373358336701,1.6438957822838978e-05
ISI4,22.0,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,39211100.0,الواح، وصفائح، واشرطه، وافلام،...الخ، من بوليمرات ستيرين,"POLYMERS OF STYRENE SHEETS, FILM, ETC.",12836406.0,16449453.0,0.2814687382122379,1.884193543588021e-05
ISI4,1.0,أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة,"Crop and animal production, hunting and related service activities",H,8103000.0,توت برى اسود وابيض، واحمر وكشمش،(عنب الثعلب)ـ  طازج,"BLACK, WHITE OR RED CURRANTS AND GOOSEBERRIES, FRESH",12835165.0,12546515.0,-0.022488997998857046,1.4371336577289384e-05
ISI4,1.0,أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة,"Crop and animal production, hunting and related service activities",H,12119010.0,حب البركه(حبه سوداء)ـ,BLACK CARAWAY (NIGELLA SATIVA),12817740.0,11163597.0,-0.12905106516437376,1.2787280762842752e-05
ISI4,17.0,صُنع الورق ومنتجات الورق,Manufacture of paper and paper products,H,48120000.0,كتل وشرائح ، والاواح ترشيح ، من عجائن ورقيه,"FILTER BLOCKS, SLABS AND PLATES, OF PAPER PULP",12800463.0,14674006.0,0.1463652525693797,1.6808259438032305e-05
ISI4,23.0,صُنع منتجات المعادن اللافلزية الأخرى,Manufacture of other non-metallic mineral products,H,69031000.0,منتجات خزفية نارية تحتوي على أكثر من 50% وزناً من الكربون الحر,CERAMIC GOODS MORE THAN 50% OF FREE CARBON,12796576.0,5284416.0,-0.5870445344129555,6.053005232960169e-06
ISI4,16.0,صُنع الخشب ومنتجات الخشب والفلين، باستثناء الأثاث؛ صُنع أصناف من القش ومواد الضفر,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",H,44091040.0,خشب مقطع على شكل 7 ، من فصيله الصنوبريات,"V-JOINTED WOOD, CONIFEROUS",12786505.0,11388489.0,-0.10933527183542337,1.3044882066913226e-05
ISI4,10.0,صُنع المنتجات الغذائية,Manufacture of food products,H,2043000.0,ذبائح كاملة وأنصاف ذبائح حملان، مجمدة,"CARCASSES AND HALF-CARCASSES OF LAMB, FROZEN",12784902.0,15591291.0,0.21950805723813918,1.7858958494487336e-05
ISI4,26.0,صُنع الحواسيب والمنتجات الإلكترونية والبصرية,"Manufacture of computer, electronic and optical products",H,90131000.0,مناظير تحديد اهداف للاسلحه، مناظير للافق، مناظير مصممه لاجهزه أخر,"TELESCOPIC SIGHTS FOR FITTING TO ARMS; PERISCOPES, ETC.",12776184.0,6130423.0,-0.5201679155528756,7.022059296478434e-06
ISI4,32.0,الصناعات التحويلية الأخرى,Other manufacturing,H,66019900.0,غيرها من مظلات  مطر وشماسى,OTHER UMBRELLAS,12726245.0,18582394.0,0.46016315103158867,2.1285100969137867e-05
ISI4,28.0,صُنع الآلات والمعدات غير المصنّفة في موضع آخر,Manufacture of machinery and equipment n.e.c.,H,84072900.0,غيرها من محركات للدفع البحرى ، دواره تشتعل بالشرر,"OTHER MARINE PROPULSION ENGINES, SPARK OR ROTARY",12725154.0,9824676.0,-0.22793264427291018,1.1253621069979764e-05
ISI4,20.0,صُنع المواد الكيميائية والمنتجات الكيميائية,Manufacture of chemicals and chemical products,H,54023300.0,خيوط غزل منسوجه من بوليستر,TEXTURED YARN OF POLYESTERS,12704608.0,14818590.0,0.16639490175533161,1.6973872385348017e-05
ISI4,1.0,أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة,"Crop and animal production, hunting and related service activities",H,7069000.0,غيرهامن جذورصالحه للاكل طازجه,"OTHER EDIBLE ROOTS, FRESH",12699080.0,9531499.0,-0.24943389599876525,1.0917803088355386e-05
ISI4,13.0,صُنع المنسوجات,Manufacture of textiles,H,63021000.0,بياضات اسره ، مصنره,"BED LINEN, KNITTED OR CROCHETED",12660347.0,11477657.0,-0.09341687080140852,1.3147019061921302e-05
ISI4,26.0,صُنع الحواسيب والمنتجات الإلكترونية والبصرية,"Manufacture of computer, electronic and optical products",H,85323000.0,مكثفات  كهربائيه متغيره او قابله للتعديل,VARIABLE OR ADJUSTABLE (PRE-SET) CAPACITORS,12656409.0,13851449.0,0.09442172736358315,1.5866066047994876e-05
ISI4,26.0,صُنع الحواسيب والمنتجات الإلكترونية والبصرية,"Manufacture of computer, electronic and optical products",H,90302000.0,اجهزه قياس، سالبه لكشف او تسجيل التغيرالسريع الكهربائى,CATHODE-RAY OSCILLOSCOPES AND OSCILLOGRAPHS,12648284.0,8923149.0,-0.29451702697377763,1.0220971927926057e-05
ISI4,10.0,صُنع المنتجات الغذائية,Manufacture of food products,H,20098922.0,عصير منجا، غير مركز وغير مضاف إليه سكر أو مواد تحلية أخر,"Mango juice, not concentrated, not containing added sugar or othe",12617336.0,6777644.0,-0.46283082260787856,7.76341502999406e-06
ISI4,20.0,صُنع المواد الكيميائية والمنتجات الكيميائية,Manufacture of chemicals and chemical products,H,29051700.0,دوديكان -1 اول (كحول اللوريل)ـ  والهيكساديكان - اول,"DODECAN-1-OL (LAURYL ALCOHOL), HEXA-DECAN-1-OL",12607764.0,9828096.0,-0.22047271823933254,1.1257538490163322e-05
ISI4,8.0,الأنشطة الأخرى للتعدين واستغلال المحاجر,Other mining and quarrying,H,25181010.0,دلوميت خام ، غير مكلس،,"CRUDE DOLOMITE, NOT CALCINED",12607629.0,2570302.0,-0.7961312154727903,2.944138284398501e-06
ISI4,20.0,صُنع المواد الكيميائية والمنتجات الكيميائية,Manufacture of chemicals and chemical products,H,28276000.0,يوديدات واوكسيدات اليوديد,Iodides and iodide oxides,12604782.0,25116330.0,0.9926032834205304,2.8769362011384887e-05
ISI4,20.0,صُنع المواد الكيميائية والمنتجات الكيميائية,Manufacture of chemicals and chemical products,H,28152000.0,هيدرو كسيد البوتاسيوم(بوتاس، كاوى)ـ,POTASSIUM HYDROXIDE (CAUSTIC POTASH),12600095.0,10029620.0,-0.20400441425243224,1.1488373047201805e-05
ISI4,26.0,صُنع الحواسيب والمنتجات الإلكترونية والبصرية,"Manufacture of computer, electronic and optical products",H,85329000.0,اجزاء للمكثفات  الكهربائيه,PARTS FOR CAPACITORS,12582831.0,24883793.0,0.9775989203065669,2.850300378412631e-05
ISI4,25.0,صُنع منتجات المعادن المشكَّلة، باستثناء الآلات والمعدات,"Manufacture of fabricated metal products, except machinery and equipment",H,82029100.0,نصال مناشير مستقيمه،لشغل المعادن من معادن عاديه,"STRAIGHT SAW BLADES, FOR WORKING METAL",12552855.0,15326584.0,0.22096399583999018,1.7555751317724344e-05
ISI4,25.0,صُنع منتجات المعادن المشكَّلة، باستثناء الآلات والمعدات,"Manufacture of fabricated metal products, except machinery and equipment",H,73089050.0,درج (سلالم)ـ  ، ثابته من حديد او صلب,"STAIRCASES, STATIONARY",12529169.0,59023454.0,3.710883379416464,6.760809064414759e-05
ISI4,14.0,صُنع الملبوسات,Manufacture of wearing apparel,H,62024090.0,معاطف نساء وما شابه من ألياف تركيبية /صناعية غير مصنرة، عدا العبي,"Womens or girls manmade fibres overcoats, not knitted, excl cloak",12509155.0,10462441.0,-0.1636172866992215,1.1984145480321197e-05
ISI4,20.0,صُنع المواد الكيميائية والمنتجات الكيميائية,Manufacture of chemicals and chemical products,H,29332900.0,غيرها من مركبات تتضمن بنيتها حلقه ايميدازول غير منصهره,OTHER COMPOUNDS WITH UNFUSED IMIDAZOLE RING,12502272.0,17459736.0,0.3965250476073469,1.9999158539771104e-05
ISI4,23.0,صُنع منتجات المعادن اللافلزية الأخرى,Manufacture of other non-metallic mineral products,H,68052000.0,حبيبات مواد شاحذه على حوامل من ورق او ورق مقوى فقط,ABRASIVE GRAIN ON A BASE OF PAPER OR PAPERBOARD ONLY,12499855.0,15553867.0,0.24432379415601221,1.7816091379589815e-05
ISI4,13.0,صُنع المنسوجات,Manufacture of textiles,H,59090010.0,خراطيم ميا مجهزه لاطفاء الحرائق,TEXTILE HOSEPIPING FOR FIRE-FIGHTING,12490866.0,20010945.0,0.6020462472337786,2.292142685236706e-05
ISI4,28.0,صُنع الآلات والمعدات غير المصنّفة في موضع آخر,Manufacture of machinery and equipment n.e.c.,H,87169010.0,"أجزاء لعربات اليد في البنود(87168013,87168012,87168011)","PARTS FOR CARRIAGES IN ITEMS 87168011,87168012,87168013",12485526.0,17968832.0,0.4391730072085069,2.0582299751984353e-05
ISI4,26.0,صُنع الحواسيب والمنتجات الإلكترونية والبصرية,"Manufacture of computer, electronic and optical products",H,85176100.0,محطات قاعدة (بيس ستيشن) لارسال واستقبال الصوت او الصور البيانات ا, Base stations,12472832.0,10732575.0,-0.1395238066222651,1.229356898437547e-05
ISI4,10.0,صُنع المنتجات الغذائية,Manufacture of food products,H,16029090.0,لحوم أو حشرات محضرة أو محفوظة، غير مذكورة في مكان آخر,"Prepared or preserved meat or insects, not elsewhere specified",12469841.0,11808323.0,-0.05304943342902287,1.3525778612335578e-05
ISI4,20.0,صُنع المواد الكيميائية والمنتجات الكيميائية,Manufacture of chemicals and chemical products,H,36032000.0,أسلاك للتفجير,Detonating cords,12462232.0,15427228.0,0.23791853658317386,1.7671033433792807e-05
ISI4,26.0,صُنع الحواسيب والمنتجات الإلكترونية والبصرية,"Manufacture of computer, electronic and optical products",H,90154000.0,ادوات واجهزه المساحه بالتصوير,PHOTO-GRAMMETRICAL SURVEYING INSTRUMENTS,12460659.0,15923110.0,0.2778706166343209,1.823903874240794e-05
ISI4,20.0,صُنع المواد الكيميائية والمنتجات الكيميائية,Manufacture of chemicals and chemical products,H,38248100.0,محضرات تحتوي على اوكسيران (أوكسيد الايثيلين), Formulas contain oxirane (ethylene oxide),12450905.0,8110250.0,-0.3486216463783155,9.289841240851441e-06
ISI4,25.0,صُنع منتجات المعادن المشكَّلة، باستثناء الآلات والمعدات,"Manufacture of fabricated metal products, except machinery and equipment",H,82034000.0,قاطعات المواسير،قاطعات البراغى،عددمماثله من معادن عاديه,"PIPE-CUTTERS, BOLT CROPPERS AND SIMILAR TOOLS",12439872.0,12831908.0,0.03151447217463331,1.469823841894042e-05
ISI4,30.0,صُنع معدات النقل الأخرى,Manufacture of other transport equipment,H,86072100.0,فرامل هوائيه واجزاوءهالقاطرات ومركبات وعربات سكك الحديد,AIR BRAKES AND PARTS THEREOF FOR RAILWAY LOCOMOTIVES,12427703.0,18422682.0,0.4823883383759654,2.1102159737454643e-05
ISI4,26.0,صُنع الحواسيب والمنتجات الإلكترونية والبصرية,"Manufacture of computer, electronic and optical products",H,85182910.0,مكبرات صوت ، بدون هياكلها، ذات نطاق ترددي يتراوح ما بين 300 هرتز ,"Loudspeakers, without housing, having a frequency range of 300 Hz",12404526.0,4115332.0,-0.6682394796866885,4.713884397323837e-06
ISI4,20.0,صُنع المواد الكيميائية والمنتجات الكيميائية,Manufacture of chemicals and chemical products,H,27073000.0,اكسيلول,XYLOLE,12393895.0,10995562.0,-0.11282433811162673,1.2594805996601702e-05
ISI4,23.0,صُنع منتجات المعادن اللافلزية الأخرى,Manufacture of other non-metallic mineral products,H,68091100.0,الواح وصفائح جصيه مقواه بالورق او الورق المقوى فقط,PLASTERBOARD REINFORCED WITH PAPER OR PAPERBOARD,12383709.0,19545133.0,0.5782939505442191,2.2387865059810298e-05
ISI4,25.0,صُنع منتجات المعادن المشكَّلة، باستثناء الآلات والمعدات,"Manufacture of fabricated metal products, except machinery and equipment",H,83113000.0,عيدان مطليه واسلاك محشوه للحام باللهب من معادن عاديه,"COATED RODS AND CORED WIRE, FOR SOLDERING AND THE LIKE",12372370.0,15021044.0,0.2140797599813132,1.720577220576975e-05
ISI4,25.0,صُنع منتجات المعادن المشكَّلة، باستثناء الآلات والمعدات,"Manufacture of fabricated metal products, except machinery and equipment",H,93033000.0,غيرها من بنادق وكربينات للرياضه او الصيد او الرمايه,"OTHER SPORTING, HUNTING OR TARGET-SHOOTING RIFLES",12357391.0,20483706.0,0.6576076616819845,2.346294833874124e-05
ISI4,31.0,صُنع الأثاث,Manufacture of furniture,H,94042990.0,غيرها من فرش، ( حشـايا )ـ  من مواد اخر,OTHER MATTRESSES OF OTHER MATERIALS,12342001.0,13793334.0,0.11759300619081137,1.5799498540986822e-05
ISI4,22.0,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,39269050.0,اقفال حقائب اليد ، وزوايا الحقائب ، والاقواس،...الخ,"PLASTIC LOCKS OF HANDBAGS, SUITCASE ANGLES, ARCHES, ETC",12340319.0,15185555.0,0.23056421799144738,1.7394210425599434e-05
ISI4,7.0,تعدين ركازات الفلزات,Mining of metal ores,H,26060000.0,خامات المنيوم ومركزاتها,ALUMINIUM ORES AND CONCENTRATES,12332769.0,4405087.0,-0.6428144401310039,5.0457826678756575e-06
ISI4,13.0,صُنع المنسوجات,Manufacture of textiles,H,58013300.0,نسج قطيفه باللحمه اخر من الياف تركيبيه او اصطناعيه,OTHER WEFT PILE FABRICS OF MANMADE FIBERS,12327109.0,13715890.0,0.1126607219908577,1.5710790737274667e-05
ISI4,20.0,صُنع المواد الكيميائية والمنتجات الكيميائية,Manufacture of chemicals and chemical products,H,29199000.0, غيرها من ثلاثي فوسفات (2 ، 3-ثاني برموبروبيل)," Other Tris(2,3-dibromopropyl) phosphate",12326277.0,21346519.0,0.7317896555464395,2.445125274249485e-05
ISI4,28.0,صُنع الآلات والمعدات غير المصنّفة في موضع آخر,Manufacture of machinery and equipment n.e.c.,H,84368090.0,"غيره من الآت واجهزه تستعمل لزراعه ,البستنه ..الخ والاستنبات","OTHER MACHINES&APPLIANCES USED FOR AGRICULTURE,GARDEING",12312487.0,53003032.0,3.3048193269158377,6.07120313879065e-05
ISI4,10.0,صُنع المنتجات الغذائية,Manufacture of food products,H,8134020.0,تمر هندى مجفف,"TAMARIND, DRIED",12297738.0,14808885.0,0.20419584479682362,1.6962755846493794e-05
ISI4,24.0,صُنع الفلّزات القاعدية,Manufacture of basic metals,H,71151000.0,مواد مساعده ( حافزه )ـ  على شكل قماش،سلكى من بلاتين,CATALYSTS IN THE FORM OF WIRE CLOTH OF PLATINUM,12291349.0,3700524.0,-0.6989326395337078,4.23874485594902e-06
ISI4,25.0,صُنع منتجات المعادن المشكَّلة، باستثناء الآلات والمعدات,"Manufacture of fabricated metal products, except machinery and equipment",H,83062100.0,اصناف للتزيين من معادن عاديه مطليه بمعادن ثمينه,ORNAMENTS PLATED WITH PRECIOUS METAL,12274139.0,12440977.0,0.013592643850619583,1.4250448655847138e-05
ISI4,27.0,صُنع المعدات الكهربائية,Manufacture of electrical equipment,H,85068090.0,"غيرهامن بطاريات جافة ,",OTHER DRY BATTERIES,12241332.0,7475447.0,-0.3893273215692541,8.562709637113429e-06
ISI4,30.0,صُنع معدات النقل الأخرى,Manufacture of other transport equipment,H,86073000.0,خمحاجن ووسائل الربط للمعدات الدارجه على الخطوطالحديديه,"HOOKS AND OTHER COUPLING DEVICES, FOR RAILWAY STOCK",12213855.0,11661842.0,-0.04519564052463371,1.3357992756806936e-05
ISI4,10.0,صُنع المنتجات الغذائية,Manufacture of food products,H,3046200.0,غيرها من شرائح سمك مجمدة سمك سلور," Other Slices  of Groupers Or Emperors, frozen",12211924.0,17777653.0,0.4557618439158318,2.036331481827889e-05
ISI4,10.0,صُنع المنتجات الغذائية,Manufacture of food products,H,17049060.0,الحلاوه الطحينيه,HALAWA TAHINIAH,12204630.0,16031230.0,0.3135367479391018,1.8362884201544323e-05
ISI4,13.0,صُنع المنسوجات,Manufacture of textiles,H,94044000.0,أغطية اسرة وشراشف ولحف من ريش ناعم,"Quilts, bedspreads, eiderdowns and duvets (comforters)",12202242.0,23734798.0,0.9451177906486365,2.7186893783012645e-05
ISI4,13.0,صُنع المنسوجات,Manufacture of textiles,H,54079400.0,نسج اخر مطبوعه,PRINTED OTHER WOVENS,12199410.0,6079289.0,-0.5016735235556473,6.9634881375117315e-06
ISI4,20.0,صُنع المواد الكيميائية والمنتجات الكيميائية,Manufacture of chemicals and chemical products,H,34031950.0,محضرات مضاده للصدا او للتاكل,ANTI-RUST AND ANTI-CORROSION PREPARATIONS,12181411.0,12457393.0,0.022655996091093224,1.4269252272728222e-05
ISI4,20.0,صُنع المواد الكيميائية والمنتجات الكيميائية,Manufacture of chemicals and chemical products,H,28332990.0,غيرها من الكبريتات,Other Sulphate,12174419.0,16900113.0,0.3881658746918436,1.935814145340151e-05
ISI4,25.0,صُنع منتجات المعادن المشكَّلة، باستثناء الآلات والمعدات,"Manufacture of fabricated metal products, except machinery and equipment",H,93020000.0,مسدسات ناريه،عدا المذكوره فى البند 3/93 او4/93,REVOLVERS AND PISTOLS,12170952.0,4739381.0,-0.6105989901200827,5.428697890929102e-06
ISI4,10.0,صُنع المنتجات الغذائية,Manufacture of food products,H,23099039.0,غيرها من أعلاف للحيوانات,OTHER FODDERS FOR ANIMALS,12168371.0,15933614.0,0.30942868194929296,1.825107049141616e-05
ISI4,32.0,الصناعات التحويلية الأخرى,Other manufacturing,H,90189070.0,ادوات واجهزه للطب البيطرى,VETERINARY INSTRUMENTS AND EQUIPMENT,12151521.0,19949904.0,0.6417618831420363,2.2851507774757515e-05
ISI4,14.0,صُنع الملبوسات,Manufacture of wearing apparel,H,61151000.0,جوارب متدرجة الضغط," Graduated compression hosiery (for example, socks for varicose v",12147722.0,10428700.0,-0.14150982381717328,1.194549703751024e-05
ISI4,25.0,صُنع منتجات المعادن المشكَّلة، باستثناء الآلات والمعدات,"Manufacture of fabricated metal products, except machinery and equipment",H,82055910.0,مسدسات برشمه المساميرتشتغل باطلاق الخراطيش، من معدن عادى,RIVET GUNS BY CARTRIDGES,12137128.0,15852162.0,0.30608839257524517,1.8157771746155553e-05
ISI4,32.0,الصناعات التحويلية الأخرى,Other manufacturing,H,71141910.0,اصناف صياغه من ذهب,GOLDSMITHS WARES OF GOLD,12129806.0,6053393.0,-0.5009489022330613,6.9338257067885e-06
ISI4,14.0,صُنع الملبوسات,Manufacture of wearing apparel,H,62013000.0,من قطن,Of cotton,12123133.0,10408311.0,-0.14145039900164422,1.1922142569638138e-05
ISI4,10.0,صُنع المنتجات الغذائية,Manufacture of food products,H,11031110.0,جريش من حنطة (قمح),Groats of wheat,12117462.0,8940385.0,-0.262189970143913,1.0240714809295597e-05
ISI4,13.0,صُنع المنسوجات,Manufacture of textiles,H,63079030.0,اكياس، غسيل واكياس، وجعب احذيه،واكياس، صغيره,"LAUNDRY SACKS, SHOE BAGS AND POUCHES, SMALL BAGS",12116008.0,15397819.0,0.2708657009800588,1.763734705654769e-05
ISI4,10.0,صُنع المنتجات الغذائية,Manufacture of food products,H,20019020.0,فواكه وثمار محفوظه بالخل,FRUITS PRESERVED BY VINEGAR,12091616.0,12100593.0,0.000742415240444288,1.3860557675800163e-05
ISI4,25.0,صُنع منتجات المعادن المشكَّلة، باستثناء الآلات والمعدات,"Manufacture of fabricated metal products, except machinery and equipment",H,84852000.0,آلات للطباعة ثلاثية الأبعاد بترسيب اللدائن أو المطاط,Machines for 3D printing by plastics or rubber deposit,12086173.0,8915261.0,-0.26235864735677705,1.0211936661724911e-05
ISI4,20.0,صُنع المواد الكيميائية والمنتجات الكيميائية,Manufacture of chemicals and chemical products,H,29029020.0,نفتالين,NAPHTHALENE,12079692.0,16440275.0,0.36098461781972585,1.8831422546276495e-05
